Entity,State,Ownership,"Customers(Count)","Sales(Megawatthours)","Revenues(Thousands Dollars)","Average Price(cents/kWh)"
"LifeEnergy, LLC",IL,Power Marketer,"3,792","19,138","1,650.00",8.62
"MC Squared Energy Services, LLC",IL,Power Marketer,"78,056","733,440","49,956.50",6.81
MPower Energy NJ LLC,IL,Power Marketer,129,170,15.2,8.94
Major Energy Electric Services,IL,Power Marketer,"1,184","8,700","1,282.00",14.74
"Mega Energy of Illinois, LLC",IL,Power Marketer,"8,311","51,219","5,923.00",11.56
"MidAmerican Energy Services, LLC",IL,Power Marketer,"29,359","278,186","13,709.20",4.93
"Nordic Energy Services, LLC",IL,Power Marketer,"79,283","671,563","45,464.70",6.77
"North American Power and Gas, LLC",IL,Power Marketer,"3,640","29,176","4,126.80",14.14
"Oasis Power, LLC",IL,Power Marketer,6,41,5,12.2
"Palmco Power IL, LLC",IL,Power Marketer,"11,324","62,119","5,528.00",8.9
Park Power LLC,IL,Power Marketer,"1,646","10,169",959.1,9.43
"Plymouth Rock Energy, LLC",IL,Power Marketer,697,"5,609",643,11.46
Public Power LLC (CT),IL,Power Marketer,"2,508","18,991","2,007.40",10.57
"Pure Energy USA, LLC",IL,Power Marketer,721,"3,357",352.4,10.5
"Realgy, LLC",IL,Power Marketer,"15,620","170,258","9,049.40",5.32
Reliant Energy Northeast LLC,IL,Power Marketer,"147,784","1,086,308","104,752.10",9.64
"ResCom Energy, LLC",IL,Power Marketer,21,16,1.5,9.38
"Residents Energy, LLC",IL,Power Marketer,"31,418","260,560","25,463.70",9.77
"Rushmore Energy, LLC",IL,Power Marketer,475,"1,745",139.8,8.01
"SFE Energy Illinois, Inc.",IL,Power Marketer,830,"4,504",362,8.04
Santanna Energy Services,IL,Power Marketer,"11,500","116,620","9,676.10",8.3
"SmartEnergy Holdings, LLC",IL,Power Marketer,"14,845","122,967","10,263.40",8.35
South Bay Energy Corp.,IL,Power Marketer,626,"3,136",321,10.24
"Spark Energy, LP",IL,Power Marketer,"49,230","338,431","48,245.00",14.26
"Star Energy Partners, LLC",IL,Power Marketer,"24,021","221,803","20,886.50",9.42
"Starion Energy PA, Inc.",IL,Power Marketer,"1,484","8,739",917.9,10.5
"Stream Energy Illinois, LLC",IL,Power Marketer,"6,568","46,222","3,798.00",8.22
Switch Energy,IL,Power Marketer,"1,557","12,679",882,6.96
Titan Gas LLC,IL,Power Marketer,73,399,34.1,8.55
Tomorow Energy Corp.,IL,Power Marketer,"5,176","38,659","5,608.30",14.51
Verde Energy USA,IL,Power Marketer,21,126,16,12.7
Viridian Energy PA LLC,IL,Power Marketer,"6,958","56,343","6,403.90",11.37
"Vista Energy Marketing, L.P.",IL,Power Marketer,"15,471","106,373","10,507.00",9.88
"XOOM Energy Illinois, LLC",IL,Power Marketer,"21,810","176,700","16,268.00",9.21
Agera Energy LLC,MA,Power Marketer,"21,761","145,382","15,209.00",10.46
"Ambit Energy Holdings, LLC",MA,Power Marketer,"22,558","147,633","20,000.70",13.55
Astral Energy LLC,MA,Power Marketer,1,2,0.3,15
Champion Energy Services,MA,Power Marketer,3,4,0.4,10
"CleanChoice Energy, Inc.",MA,Power Marketer,"23,505","119,182","21,987.00",18.45
Clearview Electric Inc.,MA,Power Marketer,"11,270","84,343","11,619.70",13.78
"Constellation NewEnergy, Inc",MA,Power Marketer,"66,775","610,553","69,373.60",11.36
Direct Energy Services,MA,Power Marketer,"167,545","1,348,024","159,976.80",11.87
Discount Power Inc - (CT),MA,Power Marketer,"3,531","21,640","3,854.10",17.81
"Dynegy Energy Services, LLC",MA,Power Marketer,"92,354","572,745","61,563.90",10.75
"ENGIE Retail, LLC",MA,Power Marketer,"8,770","74,525","9,611.30",12.9
"Eligo Energy, LLC",MA,Power Marketer,"9,261","59,160","9,910.30",16.75
Energy Plus Holdings LLC,MA,Power Marketer,"2,596","17,899","3,020.00",16.87
"Energy Services Providers, Inc",MA,Power Marketer,"10,254","66,425","11,578.10",17.43
Everyday Energy LLC,MA,Power Marketer,167,840,106,12.62
"First Point Power, LLC",MA,Power Marketer,"18,227","132,621","14,941.20",11.27
Great Eastern Energy,MA,Power Marketer,"2,504","5,425",628.4,11.58
Green Mountain Energy Company,MA,Power Marketer,"2,588","14,942","2,493.60",16.69
Hampshire COG d/b/a Hampshire Power,MA,Power Marketer,178,"2,993",357.2,11.93
"Inspire Energy Holdings, LLC",MA,Power Marketer,"19,662","135,307","21,446.30",15.85
Just Energy,MA,Power Marketer,"14,097","81,710","13,718.10",16.79
Liberty Power Corp.,MA,Power Marketer,"22,242","105,008","17,526.00",16.69
Major Energy Electric Services,MA,Power Marketer,"7,116","40,796","7,085.00",17.37
"Mega Energy of New England, LLC",MA,Power Marketer,"4,414","23,137","3,278.00",14.17
"National Gas & Electric, LLC",MA,Power Marketer,"8,031","54,981","7,969.20",14.49
"NextEra Energy Services, LLC",MA,Power Marketer,"71,186","664,688","70,166.90",10.56
"Nordic Energy Services, LLC",MA,Power Marketer,141,"1,297",139.1,10.72
"Oasis Power, LLC",MA,Power Marketer,143,"1,169",149,12.75
"Palmco Power MA, LLC",MA,Power Marketer,"12,019","58,563","9,686.00",16.54
"Provider Power MASS, LLC",MA,Power Marketer,"14,814","105,005","13,828.00",13.17
Public Power LLC (CT),MA,Power Marketer,"200,313","1,428,120","149,634.10",10.48
Reliant Energy Northeast LLC,MA,Power Marketer,"45,725","322,661","49,884.70",15.46
"Renaissance Power & Gas, Inc.",MA,Power Marketer,"3,126","18,277","2,311.00",12.64
"Residents Energy, LLC",MA,Power Marketer,"24,076","131,957","21,712.60",16.45
"SFE Energy Massachusetts, Inc.",MA,Power Marketer,"20,393","125,735","14,031.00",11.16
"SmartEnergy Holdings, LLC",MA,Power Marketer,"10,184","58,093","9,596.90",16.52
"Spark Energy, LP",MA,Power Marketer,72,757,134,17.7
"Starion Energy, Inc.",MA,Power Marketer,"24,145","158,543","23,215.00",14.64
"Summer Energy Northeast, LLC",MA,Power Marketer,"1,308","10,208","1,285.00",12.59
"Sunwave Gas & Power Connecticut, Inc.",MA,Power Marketer,726,"8,109",932,11.49
Titan Gas LLC,MA,Power Marketer,2,28,2.8,10
Town Square Energy,MA,Power Marketer,"14,945","105,487","13,970.30",13.24
Verde Energy USA,MA,Power Marketer,"20,043","142,043","21,542.00",15.17
Viridian Energy LLC,MA,Power Marketer,"20,844","150,620","22,098.70",14.67
"XOOM Energy Massachusetts, LLC",MA,Power Marketer,"5,561","40,045","4,965.00",12.4
AEP Energy,MD,Power Marketer,"1,507","22,984","1,581.90",6.88
AP Holdings LLC,MD,Power Marketer,652,"6,404",465.4,7.27
Agera Energy LLC,MD,Power Marketer,264,"3,262",272,8.34
"Agway Energy Services, LLC",MD,Power Marketer,3,27,2.2,8.15
"Ambit Energy Holdings, LLC",MD,Power Marketer,"13,643","141,185","13,728.00",9.72
American Power & Gas,MD,Power Marketer,440,"5,921",673.2,11.37
"CleanChoice Energy, Inc.",MD,Power Marketer,"13,765","129,148","15,222.20",11.79
Clearview Electric Inc.,MD,Power Marketer,"6,650","71,764","7,140.50",9.95
"Commerce Energy, Inc.",MD,Power Marketer,"18,928","186,066","17,890.50",9.62
"Constellation NewEnergy, Inc",MD,Power Marketer,"115,687","1,828,848","137,095.90",7.5
Direct Energy Services,MD,Power Marketer,"33,323","350,177","34,125.60",9.75
"Discount Energy Group, LLC",MD,Power Marketer,144,"2,120",219.7,10.36
Discount Power Inc - (CT),MD,Power Marketer,483,"4,134",376.8,9.11
"ENGIE Retail, LLC",MD,Power Marketer,"2,189","23,743","2,067.60",8.71
"Eligo Energy, LLC",MD,Power Marketer,"3,395","39,182","3,870.20",9.88
Energy Harbor Corp.,MD,Power Marketer,7,102,7,6.86
Energy Plus Holdings LLC,MD,Power Marketer,"3,095","36,192","5,385.90",14.88
"Energy Services Providers, Inc",MD,Power Marketer,"20,168","187,739","23,055.40",12.28
Energy.Me Midwest LLC,MD,Power Marketer,10,164,12,7.32
Entrust Energy,MD,Power Marketer,11,254,18,7.09
"First Point Power, LLC",MD,Power Marketer,6,193,14.8,7.67
"Great American Power, LLC",MD,Power Marketer,"1,571","11,544","1,172.40",10.16
Green Mountain Energy Company,MD,Power Marketer,"5,987","62,590","8,432.50",13.47
Greenlight Energy Inc.,MD,Power Marketer,"1,034","9,078",996,10.97
"Horizon Power and Light, LLC",MD,Power Marketer,"1,082","10,952","1,696.00",15.49
"IDT Energy, Inc.",MD,Power Marketer,"7,863","68,724","8,614.90",12.54
"Inspire Energy Holdings, LLC",MD,Power Marketer,"16,659","157,809","18,459.10",11.7
"Interstate Gas Supply, Inc.",MD,Power Marketer,"2,058","18,844","1,781.00",9.45
Josco Energy USA LLC,MD,Power Marketer,"3,703","26,149","2,916.00",11.15
Liberty Power Corp.,MD,Power Marketer,"4,153","30,582","3,295.00",10.77
"LifeEnergy, LLC",MD,Power Marketer,"2,454","19,795","1,682.00",8.5
MPower Energy NJ LLC,MD,Power Marketer,"2,537","16,988","2,049.10",12.06
Major Energy Electric Services,MD,Power Marketer,"3,309","30,847","5,023.00",16.28
"MidAmerican Energy Services, LLC",MD,Power Marketer,260,"3,845",274.4,7.14
"National Gas & Electric, LLC",MD,Power Marketer,"1,254","23,543","2,490.00",10.58
"NextEra Energy Services, LLC",MD,Power Marketer,66,871,75.8,8.7
"North American Power and Gas, LLC",MD,Power Marketer,"3,568","49,876","6,432.60",12.9
"Palmco Power MD, LLC",MD,Power Marketer,"4,932","36,246","5,718.00",15.78
Park Power LLC,MD,Power Marketer,486,"4,791",570.4,11.91
Planet Energy,MD,Power Marketer,136,"1,058",90.6,8.56
"Plymouth Rock Energy, LLC",MD,Power Marketer,596,"5,361",683,12.74
"Public Power & Utility of Maryland, LLC",MD,Power Marketer,"3,409","37,384","5,381.70",14.4
Reliant Energy Northeast LLC,MD,Power Marketer,"19,979","225,730","25,739.00",11.4
"SFE Energy Maryland, Inc",MD,Power Marketer,"5,468","50,090","3,971.00",7.93
"Shipley Choice, LLC",MD,Power Marketer,479,"5,995",638.9,10.66
"SmartEnergy Holdings, LLC",MD,Power Marketer,"12,337","121,144","12,115.30",10
"Spark Energy, LP",MD,Power Marketer,"4,729","41,527","6,314.00",15.2
Spring Energy RRH LLC dba Spring Power &,MD,Power Marketer,"2,317","18,375","1,813.00",9.87
"Star Energy Partners, LLC",MD,Power Marketer,"14,639","135,736","12,796.80",9.43
"Starion Energy PA, Inc.",MD,Power Marketer,"1,955","20,228","2,836.20",14.02
StateWise Energy Maryland LLC,MD,Power Marketer,"1,932","9,706","1,675.00",17.26
"Stream Energy Maryland, LLC",MD,Power Marketer,"6,830","84,812","9,523.00",11.23
"SunSea Energy, LLC",MD,Power Marketer,602,"2,723",399.5,14.67
Titan Gas LLC,MD,Power Marketer,"1,153","10,907","1,230.90",11.29
Tomorow Energy Corp.,MD,Power Marketer,"3,440","33,452","3,884.30",11.61
Viridian Energy PA LLC,MD,Power Marketer,"3,289","37,828","5,489.00",14.51
"WGL Energy Services, Inc.",MD,Power Marketer,"41,388","467,220","39,534.00",8.46
"XOOM Energy Maryland, LLC",MD,Power Marketer,"15,002","177,812","17,011.00",9.57
Agera Energy LLC,ME,Power Marketer,231,"1,964",173,8.81
"Ambit Energy Holdings, LLC",ME,Power Marketer,"8,421","68,814","6,844.00",9.95
"C. N. Brown Electricity, LLC",ME,Power Marketer,"2,474","18,814","1,581.20",8.4
Clearview Electric Inc.,ME,Power Marketer,"2,284","11,301","1,963.90",17.38
"Constellation NewEnergy, Inc",ME,Power Marketer,532,"9,186",617.6,6.72
"ENGIE Retail, LLC",ME,Power Marketer,"3,309","27,137","2,590.00",9.54
"Electricity Maine, LLC",ME,Power Marketer,"43,997","305,011","36,872.00",12.09
FairPoint Energy LLC,ME,Power Marketer,"6,740","37,812","5,419.70",14.33
"First Point Power, LLC",ME,Power Marketer,243,"1,801",151.8,8.43
"Mega Energy of Maine, LLC",ME,Power Marketer,5,45,6,13.33
"North American Power and Gas, LLC",ME,Power Marketer,"4,954","38,024","4,570.30",12.02
Town Square Energy,ME,Power Marketer,"1,764","7,551",799.7,10.59
"XOOM Energy Maine, LLC",ME,Power Marketer,"1,099","8,510",845,9.93
Agera Energy LLC,NH,Power Marketer,861,"6,965",781,11.21
"Ambit Energy Holdings, LLC",NH,Power Marketer,"3,999","26,694","3,002.50",11.25
Clearview Electric Inc.,NH,Power Marketer,"2,717","14,653","2,667.90",18.21
"Constellation NewEnergy, Inc",NH,Power Marketer,838,"24,860","1,910.20",7.68
Direct Energy Services,NH,Power Marketer,"18,362","148,528","15,023.80",10.12
"ENGIE Retail, LLC",NH,Power Marketer,"1,682","12,561","1,269.90",10.11
"Electricity NH, LLC d/b/a ENH Power, LLC",NH,Power Marketer,"25,047","188,580","23,042.00",12.22
FairPoint Energy LLC,NH,Power Marketer,"5,267","29,728","4,460.00",15
"First Point Power, LLC",NH,Power Marketer,"2,257","20,894","2,074.90",9.93
"Mega Energy of New Hampshire, LLC",NH,Power Marketer,499,"3,219",488,15.16
"North American Power and Gas, LLC",NH,Power Marketer,"31,327","231,470","28,949.50",12.51
"SmartEnergy Holdings, LLC",NH,Power Marketer,"1,455","8,299","1,146.60",13.82
"Summer Energy Northeast, LLC",NH,Power Marketer,144,"1,232",128,10.39
Town Square Energy,NH,Power Marketer,"8,159","57,044","6,143.90",10.77
"XOOM Energy New Hampshire, LLC",NH,Power Marketer,"1,624","11,262","1,125.00",9.99
AEP Energy,NJ,Power Marketer,922,"10,935","1,035.40",9.47
AP Holdings LLC,NJ,Power Marketer,"1,324","7,746",846.8,10.93
Agera Energy LLC,NJ,Power Marketer,213,"2,761",306,11.08
"All American Power and Gas, LLC",NJ,Power Marketer,327,"1,042",205.4,19.71
"Alpha Gas and Electric, LLC",NJ,Power Marketer,"1,440","9,870","1,557.00",15.78
"Ambit Energy Holdings, LLC",NJ,Power Marketer,"16,497","139,407","17,816.50",12.78
American Power & Gas,NJ,Power Marketer,"2,602","26,809","4,013.60",14.97
Astral Energy LLC,NJ,Power Marketer,"1,196","13,104","2,449.40",18.69
Censtar Energy Corporation,NJ,Power Marketer,415,"2,825",299,10.58
Champion Energy Services,NJ,Power Marketer,50,296,46,15.54
"Choice Energy, LLC d/b/a 4 Choice Energy",NJ,Power Marketer,"2,125","13,705","2,085.50",15.22
"CleanChoice Energy, Inc.",NJ,Power Marketer,"6,861","47,543","7,536.70",15.85
Clearview Electric Inc.,NJ,Power Marketer,"6,251","62,881","8,272.30",13.16
"Commerce Energy, Inc.",NJ,Power Marketer,"3,360","30,521","3,821.80",12.52
"Constellation NewEnergy, Inc",NJ,Power Marketer,"50,267","454,079","43,168.90",9.51
Direct Energy Services,NJ,Power Marketer,"50,301","379,376","46,012.50",12.13
"Discount Energy Group, LLC",NJ,Power Marketer,406,"3,931",412.4,10.49
"ENGIE Retail, LLC",NJ,Power Marketer,"1,293","9,649","1,084.10",11.24
"East Coast Power & Gas, LLC",NJ,Power Marketer,25,382,45.4,11.88
Energy Plus Holdings LLC,NJ,Power Marketer,"8,119","72,425","11,224.50",15.5
"Energy Services Providers, Inc",NJ,Power Marketer,"3,340","26,228","4,289.50",16.35
Energy.Me Midwest LLC,NJ,Power Marketer,14,172,22,12.79
Everyday Energy LLC,NJ,Power Marketer,433,"3,469",522,15.05
"First Point Power, LLC",NJ,Power Marketer,32,855,76.8,8.98
"Frontier Utilities, Inc.",NJ,Power Marketer,"1,109","9,528","1,342.20",14.09
Great Eastern Energy,NJ,Power Marketer,624,"4,606",466.3,10.12
Green Mountain Energy Company,NJ,Power Marketer,"1,308","8,684","1,348.70",15.53
Greenlight Energy Inc.,NJ,Power Marketer,460,"2,462",361,14.66
"HIKO Energy, LLC",NJ,Power Marketer,131,282,50,17.73
"Harborside Energy, LLC",NJ,Power Marketer,568,"3,917",634.4,16.2
"IDT Energy, Inc.",NJ,Power Marketer,"33,111","304,692","27,712.80",9.1
"Inspire Energy Holdings, LLC",NJ,Power Marketer,"26,562","227,908","34,581.50",15.17
