2022 Retail Power Marketers Sales- Residential,,,,,,
(Data from form EIA-861 schedule 4B),,,,,,
Entity,State,Ownership,Customers (Count),Sales (Megawatthours),Revenues (Thousands Dollars),Average Price (cents/kWh)
Town Square Energy,NH,Retail Power Marketer,"4,733","31,103","5,460.9",17.56
"XOOM Energy New Hampshire, LLC",NH,Retail Power Marketer,"1,328","10,248","1,237.0",12.07
AEP Energy,NJ,Retail Power Marketer,293,"3,640",355.7,9.77
AP Holdings LLC,NJ,Retail Power Marketer,322,"2,124",410.2,19.31
"All American Power and Gas, LLC",NJ,Retail Power Marketer,438,"3,463","1,056.5",30.51
"Alpha Gas and Electric, LLC",NJ,Retail Power Marketer,"1,488","12,214","1,799.2",14.73
"Ambit Energy Holdings, LLC",NJ,Retail Power Marketer,"9,513","97,788","12,562.0",12.85
American Power & Gas,NJ,Retail Power Marketer,"1,954","19,719","3,870.3",19.63
"Approved Energy II, LLC",NJ,Retail Power Marketer,1,6,0.9,15.00
Astral Energy LLC,NJ,Retail Power Marketer,520,"4,875","1,087.6",22.31
"Choice Energy, LLC",NJ,Retail Power Marketer,"1,053","8,219","1,127.0",13.71
"CleanChoice Energy, Inc.",NJ,Retail Power Marketer,"9,780","69,561","15,762.0",22.66
Clearview Electric Inc.,NJ,Retail Power Marketer,"3,623","36,302","7,215.2",19.88
"Commerce Energy, Inc.",NJ,Retail Power Marketer,"1,444","13,654","2,248.6",16.47
"Constellation NewEnergy, Inc",NJ,Retail Power Marketer,"6,769","129,631","13,828.4",10.67
Direct Energy Services,NJ,Retail Power Marketer,"22,919","174,543","24,170.0",13.85
Discount Power Inc - (CT),NJ,Retail Power Marketer,"1,067","7,230","1,414.3",19.56
ENGIE Power & Gas LLC,NJ,Retail Power Marketer,677,"6,855","1,297.0",18.92
"ENGIE Retail, LLC",NJ,Retail Power Marketer,273,"1,771",199.9,11.29
"Eligo Energy, LLC",NJ,Retail Power Marketer,613,"6,517","1,090.9",16.74
Energy Harbor Corp.,NJ,Retail Power Marketer,"40,294","438,912","45,823.0",10.44
Energy Plus Holdings LLC,NJ,Retail Power Marketer,"4,686","42,833","7,125.0",16.63
"Energy Services Providers, Inc",NJ,Retail Power Marketer,"2,775","17,845","2,791.0",15.64
Energywell LLC,NJ,Retail Power Marketer,258,221,24.4,11.04
Everyday Energy LLC,NJ,Retail Power Marketer,269,"2,109",323.9,15.36
"First Point Power, LLC",NJ,Retail Power Marketer,4,62,10.1,16.29
"Frontier Utilities, LLC",NJ,Retail Power Marketer,"1,300","15,634","2,594.3",16.59
Green Mountain Energy Company,NJ,Retail Power Marketer,737,"5,970",943.8,15.81
Greenlight Energy Inc.,NJ,Retail Power Marketer,481,"2,668",530.0,19.87
"Harborside Energy, LLC",NJ,Retail Power Marketer,468,"3,232",745.2,23.06
"IDT Energy, Inc.",NJ,Retail Power Marketer,"5,127","35,338","6,669.1",18.87
"Inspire Energy Holdings, LLC",NJ,Retail Power Marketer,"32,234","277,577","44,771.3",16.13
Josco Energy USA LLC,NJ,Retail Power Marketer,"1,582","6,175","1,266.4",20.51
Liberty Power Corp.,NJ,Retail Power Marketer,198,291,41.0,14.09
MPower Energy NJ LLC,NJ,Retail Power Marketer,"5,083","26,263","4,578.8",17.43
Marathon Power LLC,NJ,Retail Power Marketer,374,"5,715",687.3,12.03
Median Energy Corp.,NJ,Retail Power Marketer,781,"4,796",876.7,18.28
"Mega Energy of New Jersey, LLC",NJ,Retail Power Marketer,193,848,168.0,19.81
"National Gas & Electric, LLC",NJ,Retail Power Marketer,246,"2,720",321.2,11.81
"NextEra Energy Services, LLC",NJ,Retail Power Marketer,425,"4,942",753.2,15.24
"Nordic Energy Services, LLC",NJ,Retail Power Marketer,71,591,102.1,17.28
"North American Power and Gas, LLC",NJ,Retail Power Marketer,"6,008","61,678","10,007.0",16.22
"Palmco Power NJ, LLC",NJ,Retail Power Marketer,"5,496","21,623","6,187.0",28.61
Park Power LLC,NJ,Retail Power Marketer,183,"1,322",206.7,15.64
"Power UP Energy, LLC",NJ,Retail Power Marketer,124,"2,013",616.0,30.60
"Pure Energy USA, LLC",NJ,Retail Power Marketer,"2,591","18,544","5,707.0",30.78
"RPA Energy, Inc.",NJ,Retail Power Marketer,"1,406","6,920","1,647.0",23.80
Reliant Energy Northeast LLC,NJ,Retail Power Marketer,"13,704","136,703","20,657.0",15.11
"ResCom Energy, LLC",NJ,Retail Power Marketer,14,50,8.9,17.80
"Residents Energy, LLC",NJ,Retail Power Marketer,"2,013","13,831","2,692.0",19.46
Respond Power LLC,NJ,Retail Power Marketer,"1,939","15,682","2,716.0",17.32
"Rushmore Energy, LLC",NJ,Retail Power Marketer,"1,746","11,793","1,691.5",14.34
"SFE Energy NJ, Inc.",NJ,Retail Power Marketer,"4,654","35,705","4,807.0",13.46
"SmartEnergy Holdings, LLC",NJ,Retail Power Marketer,"17,558","100,143","21,380.2",21.35
South Bay Energy Corp.,NJ,Retail Power Marketer,787,"5,594","1,104.0",19.74
"Spark Energy, LP",NJ,Retail Power Marketer,45,304,54.0,17.76
Spring Energy RRH LLC,NJ,Retail Power Marketer,795,"6,249","1,349.0",21.59
"Star Energy Partners, LLC",NJ,Retail Power Marketer,"3,388","15,443","2,951.4",19.11
"Starion Energy PA, Inc.",NJ,Retail Power Marketer,55,70,8.6,12.29
"Stream Energy New Jersey, LLC",NJ,Retail Power Marketer,"8,651","79,991","12,736.2",15.92
"SunSea Energy, LLC",NJ,Retail Power Marketer,"1,724","9,918","3,438.0",34.66
"Sunwave Gas & Power Connecticut, Inc.",NJ,Retail Power Marketer,43,190,22.5,11.84
"Texpo Power, L.P.",NJ,Retail Power Marketer,80,987,165.9,16.81
Titan Gas LLC,NJ,Retail Power Marketer,"1,038","10,202","1,219.1",11.95
Tomorow Energy Corp.,NJ,Retail Power Marketer,"2,472","17,527","4,036.6",23.03
"Town Square Energy East, LLC",NJ,Retail Power Marketer,290,"2,244",405.7,18.08
"TriEagle Energy, L.P.",NJ,Retail Power Marketer,691,"9,167","1,004.0",10.95
Verde Energy USA,NJ,Retail Power Marketer,"10,453","81,468","17,259.0",21.19
Viridian Energy PA LLC,NJ,Retail Power Marketer,"9,100","85,705","14,308.9",16.70
"Vista Energy Marketing, L.P.",NJ,Retail Power Marketer,179,889,196.0,22.05
"XOOM Energy New Jersey, LLC",NJ,Retail Power Marketer,"3,305","28,990","5,042.0",17.39
"Abest Power & Gas, LLC",NY,Retail Power Marketer,"3,450","19,069","3,530.0",18.51
"Agway Energy Services, LLC",NY,Retail Power Marketer,"16,583","125,646","16,996.2",13.53
"All American Power and Gas, LLC",NY,Retail Power Marketer,734,"3,938","1,234.0",31.34
"Alpha Gas and Electric, LLC",NY,Retail Power Marketer,"9,502","64,011","7,789.4",12.17
"Ambit Energy Holdings, LLC",NY,Retail Power Marketer,"64,689","564,078","49,634.0",8.80
American Power & Gas,NY,Retail Power Marketer,"11,742","111,004","17,583.4",15.84
"Approved Energy II, LLC",NY,Retail Power Marketer,56,387,41.8,10.80
Astral Energy LLC,NY,Retail Power Marketer,721,"5,078",693.9,13.66
Atlantic Energy LLC,NY,Retail Power Marketer,"1,839","11,418","1,873.2",16.41
"Chief Energy Power, LLC",NY,Retail Power Marketer,"1,277","16,109","2,166.0",13.45
"CleanChoice Energy, Inc.",NY,Retail Power Marketer,"43,991","233,145","59,108.3",25.35
Clearview Electric Inc.,NY,Retail Power Marketer,"4,442","35,915","3,683.0",10.25
"Columbia Utilities Power, LLC",NY,Retail Power Marketer,"15,323","121,250","9,296.6",7.67
"Constellation NewEnergy, Inc",NY,Retail Power Marketer,"192,516","1,576,283","117,976.5",7.48
Direct Energy Services,NY,Retail Power Marketer,"47,918","377,483","45,572.4",12.07
ENGIE Power & Gas LLC,NY,Retail Power Marketer,69,330,60.5,18.33
"ENGIE Retail, LLC",NY,Retail Power Marketer,40,369,27.5,7.45
"Eligo Energy, LLC",NY,Retail Power Marketer,"12,929","91,905","14,309.0",15.57
"Energy Coop of New York, Inc",NY,Retail Power Marketer,"4,153","216,636","17,841.0",8.24
Energy Plus Holdings LLC,NY,Retail Power Marketer,"9,315","52,485","7,892.0",15.04
"Energy Services Providers, Inc",NY,Retail Power Marketer,"13,860","96,868","11,961.0",12.35
"EnergyMark, LLC",NY,Retail Power Marketer,"3,702","23,951","1,574.9",6.58
Energywell LLC,NY,Retail Power Marketer,11,19,1.3,6.84
"Family Energy, Inc. New York",NY,Retail Power Marketer,"26,685","151,347","14,040.0",9.28
First Choice Energy LLC,NY,Retail Power Marketer,207,"7,815","1,012.8",12.96
Green Mountain Energy Company,NY,Retail Power Marketer,"66,210","329,098","53,198.0",16.16
Greenlight Energy Inc.,NY,Retail Power Marketer,"3,179","18,307","3,089.0",16.87
Hudson Energy Services,NY,Retail Power Marketer,59,"2,366",259.7,10.98
"IDT Energy, Inc.",NY,Retail Power Marketer,"22,241","116,525","23,783.3",20.41
"Inspire Energy Holdings, LLC",NY,Retail Power Marketer,"16,649","112,702","11,765.0",10.44
Josco Energy Corp-  NY,NY,Retail Power Marketer,"7,999","30,325","5,339.9",17.61
Just Energy New York Corp.,NY,Retail Power Marketer,"15,136","109,715","9,917.8",9.04
Kiwi Energy NY LLC,NY,Retail Power Marketer,"14,926","85,801","14,835.0",17.29
Liberty Power Corp.,NY,Retail Power Marketer,64,44,4.8,10.91
MPower Energy LLC,NY,Retail Power Marketer,"31,674","121,334","22,315.7",18.39
Major Energy Electric Services,NY,Retail Power Marketer,"9,488","75,104","7,230.0",9.63
Marathon Power LLC,NY,Retail Power Marketer,"1,835","58,707","5,003.1",8.52
Median Energy Corp.,NY,Retail Power Marketer,"3,407","14,376","2,532.9",17.62
"MidAmerican Energy Services, LLC",NY,Retail Power Marketer,70,"3,338",300.8,9.01
"Mirabito Power & Gas, LLC",NY,Retail Power Marketer,223,"3,874",302.0,7.80
NOCO Electric,NY,Retail Power Marketer,"9,716","116,850","8,680.0",7.43
New Wave Energy Corporation,NY,Retail Power Marketer,"3,586","58,491","6,002.3",10.26
"Nordic Energy Services, LLC",NY,Retail Power Marketer,152,"1,543",178.6,11.57
"North American Power and Gas, LLC",NY,Retail Power Marketer,"1,463","11,829","1,734.0",14.66
Pay Less Energy LLC,NY,Retail Power Marketer,2,1,0.1,10.00
"Phoenix Energy Group, LLC",NY,Retail Power Marketer,76,420,63.9,15.21
"Power UP Energy, LLC",NY,Retail Power Marketer,8,47,14.0,29.79
Public Power LLC (CT),NY,Retail Power Marketer,"4,686","36,875","3,461.0",9.39
"Pure Energy USA, LLC",NY,Retail Power Marketer,"4,917","24,079","7,004.0",29.09
Reliant Energy Northeast LLC,NY,Retail Power Marketer,"15,565","133,307","15,210.0",11.41
"Renaissance Power & Gas, Inc.",NY,Retail Power Marketer,"2,631","14,362","2,564.0",17.85
"Residents Energy, LLC",NY,Retail Power Marketer,"3,921","20,990","4,297.7",20.47
"Robison Energy, LLC",NY,Retail Power Marketer,"2,199","61,375","7,670.1",12.50
"SmartEnergy Holdings, LLC",NY,Retail Power Marketer,"6,281","35,210","2,820.1",8.01
South Bay Energy Corp.,NY,Retail Power Marketer,"2,118","8,955","1,971.0",22.01
"Starion Energy NY, Inc.",NY,Retail Power Marketer,162,92,6.2,6.74
"Stream Energy New York, LLC",NY,Retail Power Marketer,"4,862","35,335","2,739.0",7.75
"SunSea Energy, LLC",NY,Retail Power Marketer,"3,577","18,449","4,363.0",23.65
U.S. Energy Partners LLC,NY,Retail Power Marketer,955,"11,313",938.0,8.29
Verde Energy USA,NY,Retail Power Marketer,"5,865","40,794","3,795.0",9.30
Viridian Energy NY LLC,NY,Retail Power Marketer,"8,405","67,713","7,806.2",11.53
"XOOM Energy New York, LLC",NY,Retail Power Marketer,"15,771","100,780","15,642.0",15.52
AEP Energy,OH,Retail Power Marketer,"328,952","3,317,271","221,674.1",6.68
AP Holdings LLC,OH,Retail Power Marketer,"1,584","16,141","2,349.0",14.55
"All American Power and Gas, LLC",OH,Retail Power Marketer,44,367,71.5,19.48
"Alpha Gas and Electric, LLC",OH,Retail Power Marketer,907,"9,740",932.5,9.57
"Ambit Energy Holdings, LLC",OH,Retail Power Marketer,"2,959","32,612","2,535.0",7.77
American Power & Gas,OH,Retail Power Marketer,"5,710","70,493","9,580.1",13.59
"Archer Energy, LLC",OH,Retail Power Marketer,135,115,7.4,6.43
Astral Energy LLC,OH,Retail Power Marketer,5,43,3.2,7.44
"Choice Energy, LLC",OH,Retail Power Marketer,580,"5,320",599.0,11.26
"CleanChoice Energy, Inc.",OH,Retail Power Marketer,"19,142","151,660","21,864.4",14.42
Clearview Electric Inc.,OH,Retail Power Marketer,"1,914","15,781","1,847.7",11.71
"Commerce Energy, Inc.",OH,Retail Power Marketer,"29,481","323,353","27,259.9",8.43
"Constellation NewEnergy, Inc",OH,Retail Power Marketer,"60,717","785,894","46,195.2",5.88
Current Power & Gas Inc.,OH,Retail Power Marketer,28,186,9.2,4.95
Direct Energy Services,OH,Retail Power Marketer,"54,863","510,795","45,495.5",8.91
Discount Power Inc - (CT),OH,Retail Power Marketer,661,"6,556",929.5,14.18
"Dynegy Energy Services, LLC",OH,Retail Power Marketer,"330,707","3,720,279","194,937.0",5.24
ENGIE Power & Gas LLC,OH,Retail Power Marketer,267,"2,007",315.0,15.70
"ENGIE Retail, LLC",OH,Retail Power Marketer,"1,111","8,042","1,231.6",15.31
"Eligo Energy, LLC",OH,Retail Power Marketer,"7,550","85,322","10,789.0",12.65
Energy Harbor Corp.,OH,Retail Power Marketer,"631,990","6,632,187","339,761.3",5.12
Energy Plus Holdings LLC,OH,Retail Power Marketer,214,"2,101",260.0,12.38
"Energy Services Providers, Inc",OH,Retail Power Marketer,"3,499","32,941","3,615.0",10.97
Energywell LLC,OH,Retail Power Marketer,"1,639","1,001",165.2,16.50
Everyday Energy LLC,OH,Retail Power Marketer,243,"2,046",243.6,11.91
"Frontier Utilities, LLC",OH,Retail Power Marketer,"1,393","11,267","1,471.1",13.06
"Great American Power, LLC",OH,Retail Power Marketer,471,"5,371",401.7,7.48
Greenlight Energy Inc.,OH,Retail Power Marketer,171,"1,245",168.0,13.49
"IDT Energy, Inc.",OH,Retail Power Marketer,"5,076","38,085","5,267.5",13.83
"Inspire Energy Holdings, LLC",OH,Retail Power Marketer,"41,635","371,367","38,895.3",10.47
"Interstate Gas Supply, Inc.",OH,Retail Power Marketer,"193,588","1,802,839","182,871.0",10.14
Josco Energy USA LLC,OH,Retail Power Marketer,661,"3,728",413.8,11.10
Kiwi Energy NY LLC,OH,Retail Power Marketer,"2,124","14,992","2,288.0",15.26
LE Energy,OH,Retail Power Marketer,"11,677","111,091","14,787.2",13.31
Liberty Power Corp.,OH,Retail Power Marketer,688,"1,062",92.6,8.72
MPower Energy NJ LLC,OH,Retail Power Marketer,"3,290","23,742","3,366.6",14.18
Major Energy Electric Services,OH,Retail Power Marketer,540,"4,026",522.0,12.97
Median Energy Corp.,OH,Retail Power Marketer,685,"4,911",587.4,11.96
Mega Energy of Ohio,OH,Retail Power Marketer,397,"3,000",452.0,15.07
"MidAmerican Energy Services, LLC",OH,Retail Power Marketer,445,"2,931",174.2,5.94
"NTHERM, LLC",OH,Retail Power Marketer,"2,298","20,261","2,966.9",14.64
"National Gas & Electric, LLC",OH,Retail Power Marketer,"1,637","15,928","2,118.1",13.30
New Wave Energy Corporation,OH,Retail Power Marketer,"1,144","14,425","1,343.3",9.31
"Nordic Energy Services, LLC",OH,Retail Power Marketer,"6,062","39,536","5,263.6",13.31
"North American Power and Gas, LLC",OH,Retail Power Marketer,"3,285","34,703","4,061.0",11.70
Park Power LLC,OH,Retail Power Marketer,"2,072","18,219","2,683.3",14.73
Planet Energy,OH,Retail Power Marketer,"1,037","5,202",311.2,5.98
Powervine Energy,OH,Retail Power Marketer,"2,115","32,746","1,900.7",5.80
"Provision Power & Gas, LLC",OH,Retail Power Marketer,"7,822","62,793","8,864.2",14.12
Public Power LLC (CT),OH,Retail Power Marketer,"3,312","38,381","3,068.0",7.99
"Pure Energy USA, LLC",OH,Retail Power Marketer,469,"4,472",893.0,19.97
"RPA Energy, Inc.",OH,Retail Power Marketer,"2,050","15,225","1,949.0",12.80
"Realgy, LLC",OH,Retail Power Marketer,"3,196","30,210","3,336.4",11.04
Reliant Energy Northeast LLC,OH,Retail Power Marketer,"85,370","905,943","95,205.0",10.51
"Renaissance Power & Gas, Inc.",OH,Retail Power Marketer,262,"2,339",310.0,13.25
"ResCom Energy, LLC",OH,Retail Power Marketer,56,52,3.3,6.35
"Residents Energy, LLC",OH,Retail Power Marketer,"3,575","31,107","3,577.0",11.50
"Rushmore Energy, LLC",OH,Retail Power Marketer,"4,583","41,670","4,055.8",9.73
"SFE Energy Ohio, Inc.",OH,Retail Power Marketer,"4,236","32,698","2,917.0",8.92
Santanna Energy Services,OH,Retail Power Marketer,"7,790","73,203","6,094.4",8.33
"Shipley Choice, LLC",OH,Retail Power Marketer,"2,014","25,089","1,699.5",6.77
"SmartEnergy Holdings, LLC",OH,Retail Power Marketer,"25,749","205,375","30,863.9",15.03
South Bay Energy Corp.,OH,Retail Power Marketer,226,"2,177",300.0,13.78
"Star Energy Partners, LLC",OH,Retail Power Marketer,"4,852","33,504","3,074.8",9.18
"Starion Energy PA, Inc.",OH,Retail Power Marketer,77,37,3.0,8.11
StateWise Energy Ohio LLC,OH,Retail Power Marketer,"7,097","63,690","6,147.0",9.65
"Stream Ohio Gas & Electric, LLC",OH,Retail Power Marketer,"2,037","23,318","2,364.3",10.14
"Summer Energy Midwest, LLC",OH,Retail Power Marketer,1,24,2.0,8.33
"SunSea Energy, LLC",OH,Retail Power Marketer,701,"6,459","1,165.0",18.04
"Sunwave Gas & Power Connecticut, Inc.",OH,Retail Power Marketer,155,743,40.3,5.42
Switch Energy,OH,Retail Power Marketer,6,2,0.1,5.00
Titan Gas LLC,OH,Retail Power Marketer,"7,735","81,378","10,692.6",13.14
Tomorow Energy Corp.,OH,Retail Power Marketer,"4,631","37,228","6,617.1",17.77
"Town Square Energy East, LLC",OH,Retail Power Marketer,649,"5,921",889.8,15.03
Verde Energy USA,OH,Retail Power Marketer,"5,867","48,790","9,598.0",19.67
Viridian Energy Ohio LLC,OH,Retail Power Marketer,"11,083","129,063","13,437.9",10.41
Viridian Energy PA LLC,OH,Retail Power Marketer,63,679,74.7,11.00
"Vista Energy Marketing, L.P.",OH,Retail Power Marketer,"3,921","26,742","4,322.0",16.16
"XOOM Energy Ohio, LLC",OH,Retail Power Marketer,"10,088","101,466","10,888.0",10.73
AEP Energy,PA,Retail Power Marketer,"44,924","562,936","50,991.9",9.06
AP Holdings LLC,PA,Retail Power Marketer,"6,066","64,198","9,379.9",14.61
"Agway Energy Services, LLC",PA,Retail Power Marketer,"1,202","11,237","1,708.7",15.21
"All American Power and Gas, LLC",PA,Retail Power Marketer,486,"4,216",948.0,22.49
"Alpha Gas and Electric, LLC",PA,Retail Power Marketer,"1,398","15,807","1,732.7",10.96
"Ambit Energy Holdings, LLC",PA,Retail Power Marketer,"36,012","438,885","41,926.0",9.55
American Power & Gas,PA,Retail Power Marketer,"16,674","192,079","29,435.1",15.32
Anthracite Power & Light,PA,Retail Power Marketer,718,"8,642",866.7,10.03
Astral Energy LLC,PA,Retail Power Marketer,518,"6,915",821.6,11.88
CEI,PA,Retail Power Marketer,430,"2,828",338.7,11.98
Capital Energy PA LLC,PA,Retail Power Marketer,628,"1,066",78.6,7.37
"Choice Energy, LLC",PA,Retail Power Marketer,"6,365","54,859","6,907.0",12.59
"CleanChoice Energy, Inc.",PA,Retail Power Marketer,"54,133","430,077","67,370.5",15.66
Clearview Electric Inc.,PA,Retail Power Marketer,"10,483","110,948","15,749.6",14.20
Click Energy LLC,PA,Retail Power Marketer,"1,966","26,627","2,306.4",8.66
"Commerce Energy, Inc.",PA,Retail Power Marketer,"5,942","50,930","5,540.0",10.88
"Constellation NewEnergy, Inc",PA,Retail Power Marketer,"47,584","675,049","59,037.7",8.75
Direct Energy Services,PA,Retail Power Marketer,"60,251","699,368","67,955.1",9.72
Discount Power Inc - (CT),PA,Retail Power Marketer,"4,975","40,673","6,614.1",16.26
"Dynegy Energy Services, LLC",PA,Retail Power Marketer,"36,812","505,848","39,540.0",7.82
ENGIE Power & Gas LLC,PA,Retail Power Marketer,329,"3,166",614.0,19.39
"ENGIE Retail, LLC",PA,Retail Power Marketer,"6,087","50,849","7,469.0",14.69
"Eligo Energy, LLC",PA,Retail Power Marketer,"11,941","135,967","17,272.9",12.70
"Energy Coop of New York, Inc",PA,Retail Power Marketer,483,"6,526",725.0,11.11
Energy Harbor Corp.,PA,Retail Power Marketer,"81,002","926,401","100,647.5",10.86
Energy Plus Holdings LLC,PA,Retail Power Marketer,"24,563","272,313","30,922.0",11.36
"Energy Services Providers, Inc",PA,Retail Power Marketer,"17,925","142,707","18,452.0",12.93
Energywell LLC,PA,Retail Power Marketer,"5,524","6,521","1,005.7",15.42
Everyday Energy LLC,PA,Retail Power Marketer,"1,024","10,063","1,271.2",12.63
"First Point Power, LLC",PA,Retail Power Marketer,20,195,31.6,16.21
"Frontier Utilities, LLC",PA,Retail Power Marketer,"16,968","200,068","20,223.6",10.11
"Great American Power, LLC",PA,Retail Power Marketer,"9,232","101,939","9,540.8",9.36
Green Mountain Energy Company,PA,Retail Power Marketer,"42,731","425,367","52,481.3",12.34
Greenlight Energy Inc.,PA,Retail Power Marketer,"2,431","19,563","3,067.0",15.68
"IDT Energy, Inc.",PA,Retail Power Marketer,"10,069","85,854","14,167.2",16.50
"Inspire Energy Holdings, LLC",PA,Retail Power Marketer,"77,465","789,946","86,978.3",11.01
"Interstate Gas Supply, Inc.",PA,Retail Power Marketer,"45,322","495,792","66,848.0",13.48
Josco Energy USA LLC,PA,Retail Power Marketer,830,"6,258",871.0,13.92
Just Energy,PA,Retail Power Marketer,"17,066","202,603","20,608.5",10.17
Liberty Power Corp.,PA,Retail Power Marketer,83,284,33.3,11.73
MPower Energy NJ LLC,PA,Retail Power Marketer,"5,712","38,693","5,688.0",14.70
Marathon Power LLC,PA,Retail Power Marketer,39,743,68.4,9.21
Median Energy PA LLC,PA,Retail Power Marketer,325,"2,352",366.4,15.58
"MidAmerican Energy Services, LLC",PA,Retail Power Marketer,298,"2,767",218.7,7.90
"NTHERM, LLC",PA,Retail Power Marketer,"5,777","55,960","9,767.3",17.45
"National Gas & Electric, LLC",PA,Retail Power Marketer,"3,306","27,993","4,229.3",15.11
New Wave Energy Corporation,PA,Retail Power Marketer,"3,407","56,623","5,784.3",10.22
"NextEra Energy Services, LLC",PA,Retail Power Marketer,"20,361","228,275","26,759.2",11.72
"Nordic Energy Services, LLC",PA,Retail Power Marketer,"2,756","28,158","3,390.0",12.04
"North American Power and Gas, LLC",PA,Retail Power Marketer,"11,538","121,343","15,226.0",12.55
"Palmco Power PA, LLC",PA,Retail Power Marketer,"5,117","38,577","8,058.0",20.89
Park Power LLC,PA,Retail Power Marketer,"12,519","117,040","14,293.4",12.21
Planet Energy,PA,Retail Power Marketer,"2,389","32,464","2,544.1",7.84
"Power UP Energy, LLC",PA,Retail Power Marketer,1,4,1.0,25.00
Powervine Energy,PA,Retail Power Marketer,"4,058","56,481","4,644.3",8.22
Public Power LLC (PA),PA,Retail Power Marketer,"4,942","137,673","11,184.0",8.12
"Pure Energy USA, LLC",PA,Retail Power Marketer,"6,993","58,743","13,785.0",23.47
"RPA Energy, Inc.",PA,Retail Power Marketer,"3,488","23,791","4,579.0",19.25
Reliant Energy Northeast LLC,PA,Retail Power Marketer,"155,700","1,653,613","205,772.0",12.44
"Residents Energy, LLC",PA,Retail Power Marketer,"9,242","74,347","11,077.2",14.90
Respond Power LLC,PA,Retail Power Marketer,"10,794","121,113","14,403.0",11.89
"Rushmore Energy, LLC",PA,Retail Power Marketer,"4,051","32,436","3,676.6",11.33
"SFE Energy Pennsylvania, Inc.",PA,Retail Power Marketer,"20,602","159,396","16,088.0",10.09
Santanna Energy Services,PA,Retail Power Marketer,"1,236","28,047","2,205.6",7.86
"Shipley Choice, LLC",PA,Retail Power Marketer,"11,513","127,836","14,931.5",11.68
"SmartEnergy Holdings, LLC",PA,Retail Power Marketer,"35,459","268,535","45,947.8",17.11
South Bay Energy Corp.,PA,Retail Power Marketer,"2,452","20,075","3,189.0",15.89
"Spark Energy, LP",PA,Retail Power Marketer,37,398,34.0,8.54
Spring Energy RRH LLC,PA,Retail Power Marketer,"1,484","16,085","2,667.0",16.58
"Star Energy Partners, LLC",PA,Retail Power Marketer,"5,211","35,559","3,695.3",10.39
"Starion Energy PA, Inc.",PA,Retail Power Marketer,89,99,6.4,6.46
StateWise Energy Pennsylvania LLC,PA,Retail Power Marketer,"2,565","22,423","1,631.0",7.27
"Stream Energy Pennsylvania, LLC",PA,Retail Power Marketer,"36,918","409,811","46,948.3",11.46
"Summer Energy Midwest, LLC",PA,Retail Power Marketer,24,118,9.0,7.63
"Sunwave Gas & Power Connecticut, Inc.",PA,Retail Power Marketer,185,"1,091",141.6,12.98
"Texpo Power, L.P.",PA,Retail Power Marketer,"1,972","20,698","3,061.8",14.79
The Energy Coop,PA,Cooperative,"2,435","19,419","3,471.7",17.88
Titan Gas LLC,PA,Retail Power Marketer,"31,762","379,482","43,042.5",11.34
Tomorow Energy Corp.,PA,Retail Power Marketer,"27,606","281,330","37,369.1",13.28
"Town Square Energy East, LLC",PA,Retail Power Marketer,"4,075","49,854","5,732.5",11.50
"TriEagle Energy, L.P.",PA,Retail Power Marketer,"5,607","69,728","6,486.0",9.30
"UGI Energy Services, LLC",PA,Retail Power Marketer,287,"3,372",286.1,8.48
Verde Energy USA,PA,Retail Power Marketer,"28,174","312,689","40,960.0",13.10
Viridian Energy PA LLC,PA,Retail Power Marketer,"1,888","16,222","2,139.9",13.19
"Vista Energy Marketing, L.P.",PA,Retail Power Marketer,"3,356","24,368","3,171.0",13.01
"WGL Energy Services, Inc.",PA,Retail Power Marketer,"7,815","75,857","6,928.0",9.13
"XOOM Energy Pennsylvania, LLC",PA,Retail Power Marketer,"11,323","122,412","15,108.0",12.34
"Ambit Energy Holdings, LLC",RI,Retail Power Marketer,"1,919","15,591","1,988.0",12.75
"Archer Energy, LLC",RI,Retail Power Marketer,"1,268","1,327",127.9,9.64
Clearview Electric Inc.,RI,Retail Power Marketer,"7,633","43,750","8,114.4",18.55
"Constellation NewEnergy, Inc",RI,Retail Power Marketer,540,"5,874",458.9,7.81
Direct Energy Services,RI,Retail Power Marketer,"4,061","30,798","3,113.5",10.11
Discount Power Inc - (CT),RI,Retail Power Marketer,947,"4,910",863.1,17.58
"ENGIE Retail, LLC",RI,Retail Power Marketer,354,"1,873",188.4,10.06
Energywell LLC,RI,Retail Power Marketer,358,319,36.1,11.32
"First Point Power, LLC",RI,Retail Power Marketer,"1,088","6,395",773.8,12.10
Liberty Power Corp.,RI,Retail Power Marketer,299,145,18.5,12.76
"North American Power and Gas, LLC",RI,Retail Power Marketer,"3,296","24,291","3,990.0",16.43
Public Power LLC (CT),RI,Retail Power Marketer,44,474,59.0,12.45
"SmartEnergy Holdings, LLC",RI,Retail Power Marketer,"6,696","40,095","7,005.9",17.47
"Sunwave Gas & Power Connecticut, Inc.",RI,Retail Power Marketer,108,229,22.1,9.65
Town Square Energy,RI,Retail Power Marketer,"4,137","21,613","4,422.8",20.46
Viridian Energy LLC,RI,Retail Power Marketer,469,"3,514",562.0,15.99
"XOOM Energy Rhode Island, LLC",RI,Retail Power Marketer,325,"2,319",336.0,14.49
Adjustment 2022,CA,,"154,519","-447,773","-57,196.9",.
Adjustment 2022,CT,,"1,637","175,183","18,049.9",.
Adjustment 2022,DC,,"5,330","189,668","30,365.9",.
