2015 Retail Power Marketers Sales- Residential,,,,,,
(Data from form EIA-861 schedule 4B),,,,,,
Entity,State,Ownership,Customers (Count),Sales (Megawatthours),Revenues (Thousands Dollars),Average Price (cents/kWh)
Reliant Energy Northeast LLC,NY,Power Marketer,749,"5,154",587.2,11.39
"Residents Energy, LLC",NY,Power Marketer,"5,069","29,579","3,424.8",11.58
"Robison Energy, LLC",NY,Power Marketer,"2,465","55,488","6,522.3",11.75
"SBR Energy, LLC",NY,Power Marketer,"1,228","9,581","1,123.0",11.72
"Spark Energy, LP",NY,Power Marketer,"18,210","74,707","10,250.0",13.72
Sperian Energy Corp,NY,Power Marketer,920,"5,029",668.2,13.29
"Starion Energy NY, Inc.",NY,Power Marketer,"7,160","29,564","5,834.6",19.74
"Stream Energy New York, LLC",NY,Power Marketer,"5,544","40,209","3,117.0",7.75
"Supreme Energy, Inc.",NY,Power Marketer,109,339,35.0,10.32
U.S. Energy Partners LLC,NY,Power Marketer,"1,693","16,375",837.0,5.11
Verde Energy USA,NY,Power Marketer,"9,796","62,672","8,785.0",14.02
Viridian Energy NY LLC,NY,Power Marketer,"39,564","354,941","38,724.7",10.91
"XOOM Energy New York, LLC",NY,Power Marketer,"33,654","179,715","22,868.7",12.72
AEP Energy,OH,Power Marketer,"186,792","2,282,033","167,088.3",7.32
AP Holdings LLC,OH,Power Marketer,"8,413","151,460","6,056.0",4.00
Agera Energy LLC,OH,Power Marketer,"2,637","23,081","1,998.0",8.66
"Border Energy, Inc",OH,Power Marketer,"22,895","60,412","4,214.0",6.98
Capital Energy LLC,OH,Power Marketer,943,"9,812",639.0,6.51
"Choice Energy, LLC d/b/a 4 Choice Energy",OH,Power Marketer,"2,280","22,561","1,993.8",8.84
Cincinnati Bell Energy LLC,OH,Power Marketer,"11,649","133,574","9,134.3",6.84
Clearview Electric Inc.,OH,Power Marketer,152,"1,177",124.2,10.55
"Commerce Energy, Inc.",OH,Power Marketer,"47,739","419,227","37,848.3",9.03
"Constellation Energy Services, Inc.",OH,Power Marketer,"28,509","242,827","16,171.3",6.66
"Constellation NewEnergy, Inc",OH,Power Marketer,"25,900","266,956","19,788.1",7.41
DPL Energy Resources,OH,Power Marketer,"116,183","1,503,771","101,744.0",6.77
Direct Energy Services,OH,Power Marketer,"42,560","444,940","38,524.3",8.66
"Discount Energy Group, LLC",OH,Power Marketer,"2,845","29,235","2,104.0",7.20
"Duke Energy Retail Sales, LLC",OH,Power Marketer,"91,512","345,690","22,454.6",6.50
"Dynegy Energy Services, LLC",OH,Power Marketer,"113,364","1,052,237","66,087.0",6.28
"ENGIE Retail, LLC",OH,Power Marketer,16,69,5.0,7.25
"Eligo Energy, LLC",OH,Power Marketer,"20,146","19,190","1,684.0",8.78
Energy Plus Holdings LLC,OH,Power Marketer,961,"10,939","1,449.0",13.25
"Energy Services Providers, Inc",OH,Power Marketer,194,"1,676",141.0,8.41
Energy.Me Midwest LLC,OH,Power Marketer,104,"3,199",229.5,7.17
Entrust Energy,OH,Power Marketer,"4,906","48,097","3,749.0",7.79
"Ethical Electric, Inc.",OH,Power Marketer,322,"2,328",228.2,9.80
Everyday Energy LLC,OH,Power Marketer,"5,975","50,761","4,616.0",9.09
First Energy Solutions Corp.,OH,Power Marketer,"1,287,765","12,398,537","811,134.6",6.54
Glacial Energy Holdings,OH,Power Marketer,"3,943","11,288",955.0,8.46
"HIKO Energy, LLC",OH,Power Marketer,"1,867","15,249","1,438.6",9.43
"Interstate Gas Supply, Inc.",OH,Power Marketer,"177,246","1,794,236","133,333.0",7.43
Iron Energy LLC dba Kona Energy,OH,Power Marketer,209,"2,419",192.0,7.94
Liberty Power Corp.,OH,Power Marketer,"1,465","9,864",871.5,8.84
Lykins Energy Solutions,OH,Power Marketer,"1,009","13,397",834.1,6.23
MP2 Energy LLC,OH,Power Marketer,2,41,1.8,4.39
MidAmerican Energy Co,OH,Investor Owned,41,944,59.3,6.28
"Nordic Energy Services, LLC",OH,Power Marketer,"2,712","30,430","2,191.0",7.20
"North American Power and Gas, LLC",OH,Power Marketer,"10,199","116,850","11,786.7",10.09
"Palmco Power OH, LLC",OH,Power Marketer,534,"4,598",595.0,12.94
"Plymouth Rock Energy, LLC",OH,Power Marketer,"1,372","7,400",628.5,8.49
Public Power LLC (CT),OH,Power Marketer,"2,181","21,852","2,334.2",10.68
Reliant Energy Northeast LLC,OH,Power Marketer,"15,878","201,201","19,287.1",9.59
"Rushmore Energy, LLC",OH,Power Marketer,"1,268","9,838",685.7,6.97
Santanna Energy Services,OH,Power Marketer,"3,223","35,694","2,775.5",7.78
"SmartEnergy Holdings, LLC",OH,Power Marketer,"7,509","67,225","5,797.0",8.62
Source Power & Gas LLC,OH,Power Marketer,92,"1,158",87.0,7.51
Sperian Energy Corp,OH,Power Marketer,"2,552","30,443","2,959.5",9.72
"Star Energy Partners, LLC",OH,Power Marketer,"16,938","184,635","14,082.4",7.63
"Starion Energy PA, Inc.",OH,Power Marketer,"5,927","63,437","5,276.4",8.32
Titan Gas LLC,OH,Power Marketer,"18,667","172,035","11,399.0",6.63
Verde Energy USA,OH,Power Marketer,"20,676","187,220","18,795.0",10.04
Viridian Energy PA LLC,OH,Power Marketer,439,"4,305",329.7,7.66
"XOOM Energy Ohio, LLC",OH,Power Marketer,"10,819","112,083","9,656.8",8.62
AEP Energy,PA,Power Marketer,"55,087","599,068","45,254.7",7.55
AP Holdings LLC,PA,Power Marketer,"2,221","38,085","1,516.0",3.98
Agera Energy LLC,PA,Power Marketer,20,"1,295",101.0,7.80
"Agway Energy Services, LLC",PA,Power Marketer,497,"1,093",68.8,6.29
"Alpha Gas and Electric, LLC",PA,Power Marketer,"1,747","14,827","1,321.0",8.91
"Ambit Energy Holdings, LLC",PA,Power Marketer,"62,477","721,483","68,155.8",9.45
American Power & Gas,PA,Power Marketer,"21,909","223,926","25,190.0",11.25
Anthracite Power & Light,PA,Power Marketer,819,"10,444",862.6,8.26
"Blue Pilot Energy, LLC",PA,Power Marketer,184,"1,320",279.3,21.16
"Bounce Energy, Inc.",PA,Power Marketer,"3,208","36,681","3,525.9",9.61
CEI,PA,Power Marketer,"1,747","15,445","1,922.8",12.45
Champion Energy Services,PA,Power Marketer,"6,297","62,219","5,978.0",9.61
"Choice Energy, LLC d/b/a 4 Choice Energy",PA,Power Marketer,"3,928","42,115","4,197.1",9.97
Clearview Electric Inc.,PA,Power Marketer,"12,841","125,470","17,436.0",13.90
"Commerce Energy, Inc.",PA,Power Marketer,"18,383","154,683","16,529.8",10.69
Consolidated Edison Sol Inc,PA,Power Marketer,"48,038","632,062","45,432.7",7.19
Constellation Energy Power Choice Inc.,PA,Power Marketer,"9,158","95,527","10,204.0",10.68
"Constellation Energy Services, Inc.",PA,Power Marketer,"1,619","15,144","1,443.0",9.53
"Constellation NewEnergy, Inc",PA,Power Marketer,"27,570","284,768","23,601.4",8.29
Direct Energy Services,PA,Power Marketer,"101,231","1,162,303","111,954.0",9.63
"Discount Energy Group, LLC",PA,Power Marketer,"4,749","49,196","4,222.0",8.58
"ENGIE Retail, LLC",PA,Power Marketer,"15,036","145,393","11,837.0",8.14
"Eligo Energy, LLC",PA,Power Marketer,220,"1,488",128.0,8.60
Energy Plus Holdings LLC,PA,Power Marketer,"61,092","625,933","73,078.0",11.68
"Energy Services Providers, Inc",PA,Power Marketer,"44,085","440,519","44,246.8",10.04
Energy.Me Midwest LLC,PA,Power Marketer,63,"3,575",282.6,7.90
Entrust Energy,PA,Power Marketer,"3,892","35,122","4,024.0",11.46
"Ethical Electric, Inc.",PA,Power Marketer,"24,419","199,503","22,993.4",11.53
Everyday Energy LLC,PA,Power Marketer,"1,515","10,306",713.2,6.92
First Energy Solutions Corp.,PA,Power Marketer,"243,282","3,045,034","212,698.7",6.99
"Frontier Utilities, Inc.",PA,Power Marketer,"7,662","83,976","7,434.0",8.85
"Great American Power, LLC",PA,Power Marketer,"10,857","106,498","10,087.7",9.47
Green Mountain Energy Company,PA,Power Marketer,"59,248","554,758","47,267.6",8.52
"HIKO Energy, LLC",PA,Power Marketer,"1,492","13,397","1,184.6",8.84
"HOP Energy, LLC",PA,Power Marketer,45,414,32.5,7.85
"IDT Energy, Inc.",PA,Power Marketer,"54,181","476,007","45,694.0",9.60
"Inspire Energy Holdings, LLC",PA,Power Marketer,"6,869","72,505","7,505.0",10.35
Just Energy,PA,Power Marketer,"4,958","41,718","4,663.1",11.18
Liberty Power Corp.,PA,Power Marketer,"5,576","50,676","5,163.9",10.19
MP2 Energy LLC,PA,Power Marketer,35,498,21.2,4.26
Marathon Power LLC,PA,Power Marketer,31,533,49.9,9.36
MidAmerican Energy Co,PA,Investor Owned,139,"1,177",77.8,6.61
"NextEra Energy Services, LLC",PA,Power Marketer,"19,996","201,164","17,235.0",8.57
"Nordic Energy Services, LLC",PA,Power Marketer,200,"3,608",279.0,7.73
"North American Power and Gas, LLC",PA,Power Marketer,"36,230","366,450","39,817.5",10.87
"Oasis Power, LLC",PA,Power Marketer,"15,836","108,049","10,192.7",9.43
"Palmco Power PA, LLC",PA,Power Marketer,"7,019","54,011","8,540.0",15.81
Park Power LLC,PA,Power Marketer,"12,468","128,240","12,024.0",9.38
"Plymouth Rock Energy, LLC",PA,Power Marketer,"2,070","9,687",964.0,9.95
Public Power LLC (PA),PA,Power Marketer,"27,223","264,340","28,158.8",10.65
Reliant Energy Northeast LLC,PA,Power Marketer,"218,573","2,546,751","216,123.6",8.49
"ResCom Energy, LLC",PA,Power Marketer,28,46,7.0,15.22
"Residents Energy, LLC",PA,Power Marketer,"1,098","3,717",311.7,8.39
Respond Power LLC,PA,Power Marketer,"30,957","251,450","31,183.0",12.40
"Rushmore Energy, LLC",PA,Power Marketer,830,"5,618",542.8,9.66
SFE Energy Pennsylvania,PA,Power Marketer,"26,118","235,083","20,335.0",8.65
"Shipley Choice, LLC",PA,Power Marketer,"14,837","158,019","13,621.0",8.62
"SmartEnergy Holdings, LLC",PA,Power Marketer,"19,393","79,946","8,025.0",10.04
"Spark Energy, LP",PA,Power Marketer,"9,715","64,508","7,825.2",12.13
Sperian Energy Corp,PA,Power Marketer,"22,931","244,510","25,512.1",10.43
"Star Energy Partners, LLC",PA,Power Marketer,"1,532","6,453",592.9,9.19
"Starion Energy PA, Inc.",PA,Power Marketer,"7,777","82,451","9,422.1",11.43
"Stream Energy Pennsylvania, LLC",PA,Power Marketer,"76,955","896,310","85,620.0",9.55
"Talen Energy Marketing, LLC",PA,Power Marketer,"97,608","1,620,458","127,781.5",7.89
The Energy Coop,PA,Cooperative,"2,718","24,774","2,804.4",11.32
"TriEagle Energy, L.P.",PA,Power Marketer,"11,074","118,506","10,696.5",9.03
"UGI Energy Services, Inc.",PA,Power Marketer,959,"12,019",999.4,8.32
VCharge Inc.,PA,Power Marketer,208,"4,279",388.0,9.07
Verde Energy USA,PA,Power Marketer,"36,009","345,123","42,083.0",12.19
Viridian Energy PA LLC,PA,Power Marketer,"5,933","54,631","6,976.3",12.77
"WGL Energy Services, Inc.",PA,Power Marketer,"12,238","122,827","9,651.0",7.86
"XOOM Energy Pennsylvania, LLC",PA,Power Marketer,"12,530","118,755","12,338.8",10.39
Agera Energy LLC,RI,Power Marketer,"1,368","7,880",658.0,8.35
"Ambit Energy Holdings, LLC",RI,Power Marketer,"2,825","24,011","2,473.8",10.30
Clearview Electric Inc.,RI,Power Marketer,"6,709","25,434","3,824.0",15.03
"Constellation Energy Services, Inc.",RI,Power Marketer,22,80,7.6,9.50
"First Point Power, LLC",RI,Power Marketer,"2,282","18,200","2,043.0",11.23
Glacial Energy Holdings,RI,Power Marketer,"1,790","3,062",394.0,12.87
Gulf Oil Limited Partnership,RI,Power Marketer,188,"1,414",132.3,9.36
Liberty Power Corp.,RI,Power Marketer,2,25,2.5,10.00
"North American Power and Gas, LLC",RI,Power Marketer,"18,051","158,781","19,785.8",12.46
Town Square Energy,RI,Power Marketer,23,10,0.9,9.00
Viridian Energy LLC,RI,Power Marketer,"1,306","10,762",993.8,9.23
"XOOM Energy Rhode Island, LLC",RI,Power Marketer,951,"6,479",796.7,12.30
Adjustment 2015,CA,Other,"-13,574","-369,233","-29,102.4", 
Adjustment 2015,CT,Other,"13,382","167,316","18,904.2", 
Adjustment 2015,DC,Other,"4,766","342,397","37,843.5", 
Adjustment 2015,DE,Other,"1,639","25,829","2,676.1", 
Adjustment 2015,IL,Other,"-343,602","60,842","-94,760.8", 
Adjustment 2015,MA,Other,"48,005","312,558","41,943.9", 
Adjustment 2015,MD,Other,-901,"202,614","20,824.0", 
Adjustment 2015,ME,Other,"11,262","4,492",110.3, 
Adjustment 2015,MI,Other,-5,"-4,086",-254.8, 
Adjustment 2015,MT,Other,2,6,0.4, 
Adjustment 2015,NH,Other,"-6,766","29,395","3,507.0", 
Adjustment 2015,NJ,Other,"3,644","88,193","9,349.6", 
Adjustment 2015,NY,Other,-403,"678,201","75,972.6", 
Adjustment 2015,OH,Other,"-126,477","-245,129","-16,794.1", 
Adjustment 2015,PA,Other,"53,520","1,004,388","89,799.6", 
Adjustment 2015,RI,Other,"-3,256","3,527",406.0, 
