Entity,State,Ownership,Customers (Count),Sales (Megawatthours),"Revenues (ThousandsDollars)","Average Price(cents/kWh)"
"Ambit Energy Holdings, LLC",RI,Retail Power Marketer,"1,001","6,873","1,388.5",20.20
"Archer Energy, LLC",RI,Retail Power Marketer,138,"1,157",112.0,9.68
Clearview Electric Inc.,RI,Retail Power Marketer,"6,047","30,114","10,073.1",33.45
Direct Energy Services,RI,Retail Power Marketer,"2,348","16,323","2,010.6",12.32
Discount Power Inc - (CT),RI,Retail Power Marketer,"1,474","8,374","1,900.0",22.69
Energywell LLC,RI,Retail Power Marketer,447,"4,428",615.4,13.90
"First Point Power, LLC",RI,Retail Power Marketer,"1,105","6,891",850.6,12.34
"NextEra Energy Services, LLC",RI,Retail Power Marketer,"77,904","332,261","34,873.1",10.50
"North American Power and Gas, LLC",RI,Retail Power Marketer,"2,614","18,500","3,363.0",18.18
Public Power LLC (CT),RI,Retail Power Marketer,36,278,37.9,13.63
"SmartEnergy Holdings, LLC",RI,Retail Power Marketer,"7,943","41,280","8,126.8",19.69
Town Square Energy,RI,Retail Power Marketer,"3,888","20,304","3,621.2",17.83
Viridian Energy LLC,RI,Retail Power Marketer,278,"1,885",337.7,17.92
"XOOM Energy Rhode Island, LLC",RI,Retail Power Marketer,307,"2,255",354.0,15.70
Adjustment 2023,CA,,"265,212","-466,892","-71,695.5",.
Adjustment 2023,CT,,"2,635","239,180","32,721.7",.
Adjustment 2023,DC,,"4,371","179,594","32,310.4",.
Adjustment 2023,DE,,-366,"6,965",910.1,.
Adjustment 2023,IL,,"-11,554","95,271","14,034.7",.
Adjustment 2023,MA,,"-35,941","-876,920","-132,587.6",.
Adjustment 2023,MD,,"1,832","-16,522","-2,849.4",.
Adjustment 2023,ME,,"-3,243","-6,108",-952.7,.
Adjustment 2023,MI,,26,142,14.6,.
Adjustment 2023,MT,,2,5,0.4,.
Adjustment 2023,NH,,"-33,490","-43,631","-6,217.5",.
Adjustment 2023,NJ,,"-3,693","36,143","6,056.6",.
Adjustment 2023,NY,,"8,049","308,921","42,954.0",.
Adjustment 2023,OH,,"24,163","491,422","34,920.8",.
Adjustment 2023,PA,,"3,654","277,527","34,082.8",.
Adjustment 2023,RI,,"-25,616","9,881","1,706.0",.
