Entity,State,Ownership,"Customers(Count)","Sales(Megawatthours)","Revenues(Thousands Dollars)","Average Price(cents/kWh)"
"Ambit Energy Holdings, LLC",MA,Power Marketer,"10,639","83,048","7,158.60",8.62
Clearview Electric Inc.,MA,Power Marketer,"19,990","105,871","13,214.00",12.48
Consolidated Edison Sol Inc,MA,Power Marketer,"343,426","2,681,925","263,944.60",9.84
Constellation Energy Power Choice Inc.,MA,Power Marketer,"47,962","380,220","39,163.60",10.3
"Constellation Energy Services, Inc.",MA,Power Marketer,225,"2,801",269.3,9.61
"Constellation NewEnergy, Inc",MA,Power Marketer,"4,564","45,759","4,140.00",9.05
Direct Energy Services,MA,Power Marketer,"40,316","319,200","33,464.80",10.48
Discount Power Inc - (CT),MA,Power Marketer,"5,756","36,084","4,118.40",11.41
"ENGIE Retail, LLC",MA,Power Marketer,"12,018","132,178","13,553.00",10.25
"Eligo Energy, LLC",MA,Power Marketer,"3,702","15,818","1,401.20",8.86
Energy Plus Holdings LLC,MA,Power Marketer,"5,978","41,840","6,943.30",16.59
"Energy Services Providers, Inc",MA,Power Marketer,"15,438","118,410","12,524.70",10.58
"Ethical Electric, Inc",MA,Power Marketer,"1,130","5,202",709.1,13.63
"First Point Power, LLC",MA,Power Marketer,"2,804","31,728","3,347.50",10.55
Green Mountain Energy Company,MA,Power Marketer,"3,982","24,858","3,453.00",13.89
Hampshire COG d/b/a Hampshire Power,MA,Power Marketer,"39,559","228,449","21,695.10",9.5
"Inspire Energy Holdings, LLC",MA,Power Marketer,"4,583","28,675","3,267.20",11.39
Just Energy,MA,Power Marketer,"30,335","219,430","25,162.60",11.47
Liberty Power Corp.,MA,Power Marketer,"33,514","173,360","24,467.00",14.11
Major Energy Electric Services,MA,Power Marketer,"15,710","90,233","12,324.00",13.66
"Mega Energy of New England, LLC",MA,Power Marketer,"2,967","20,317","2,599.90",12.8
"Nordic Energy Services, LLC",MA,Power Marketer,40,136,12.8,9.41
"Oasis Power, LLC",MA,Power Marketer,"4,650","33,743","4,349.80",12.89
"Palmco Power MA, LLC",MA,Power Marketer,"11,628","69,702","12,538.00",17.99
"Provider Power MASS, LLC",MA,Power Marketer,"2,825","24,738","2,864.70",11.58
Public Power LLC (CT),MA,Power Marketer,"1,061","5,131",589,11.48
"REP Energy, LLC",MA,Power Marketer,"1,908","15,250","1,806.00",11.84
Reliant Energy Northeast LLC,MA,Power Marketer,"55,501","420,072","60,685.90",14.45
"SFE Energy Massachusetts, Inc.",MA,Power Marketer,"12,187","75,405","8,313.00",11.02
"SmartEnergy Holdings, LLC",MA,Power Marketer,"4,380","26,780","2,936.00",10.96
"Spark Energy, LP",MA,Power Marketer,"12,666","181,646","19,959.20",10.99
"Starion Energy, Inc.",MA,Power Marketer,"38,853","276,951","34,068.80",12.3
"Sunwave Gas & Power Connecticut, Inc.",MA,Power Marketer,949,"7,541",766,10.16
Town Square Energy,MA,Power Marketer,845,"7,177",726.4,10.12
Verde Energy USA,MA,Power Marketer,"32,221","238,354","28,774.00",12.07
Viridian Energy LLC,MA,Power Marketer,"58,844","456,248","54,431.00",11.93
"XOOM Energy Massachusetts, LLC",MA,Power Marketer,"7,395","52,250","6,069.70",11.62
AP Holdings LLC,MD,Power Marketer,256,"3,444",146,4.24
Agera Energy LLC,MD,Power Marketer,485,"5,849",588,10.05
"Ambit Energy Holdings, LLC",MD,Power Marketer,"17,123","221,389","23,375.40",10.56
Clearview Electric Inc.,MD,Power Marketer,"5,638","44,526","4,107.70",9.23
"Commerce Energy, Inc.",MD,Power Marketer,"22,738","217,162","22,329.80",10.28
Consolidated Edison Sol Inc,MD,Power Marketer,"16,060","261,946","22,247.60",8.49
Constellation Energy Power Choice Inc.,MD,Power Marketer,"98,652","1,318,936","121,222.70",9.19
"Constellation NewEnergy, Inc",MD,Power Marketer,2,15,2,13.33
Direct Energy Services,MD,Power Marketer,"33,997","379,526","41,921.80",11.05
"Discount Energy Group, LLC",MD,Power Marketer,542,"6,804",717.4,10.54
Discount Power Inc - (CT),MD,Power Marketer,24,4,0.4,10
"ENGIE Retail, LLC",MD,Power Marketer,65,771,61,7.91
"Eligo Energy, LLC",MD,Power Marketer,49,523,47.8,9.14
Energy Plus Holdings LLC,MD,Power Marketer,"7,492","94,752","13,815.30",14.58
"Energy Services Providers, Inc",MD,Power Marketer,"11,554","138,585","13,193.10",9.52
Energy.Me Midwest LLC,MD,Power Marketer,18,752,67,8.91
Entrust Energy,MD,Power Marketer,564,"5,623",520,9.25
"Ethical Electric, Inc",MD,Power Marketer,"12,672","123,822","15,359.00",12.4
First Energy Solutions Corp.,MD,Power Marketer,"2,193","35,985","2,492.30",6.93
"Great American Power, LLC",MD,Power Marketer,"2,889","32,349","3,366.80",10.41
Green Mountain Energy Company,MD,Power Marketer,"2,307","28,237","3,338.60",11.82
"HIKO Energy, LLC",MD,Power Marketer,"3,414","27,206","3,750.10",13.78
"IDT Energy, Inc.",MD,Power Marketer,"16,626","146,029","15,881.00",10.88
"Inspire Energy Holdings, LLC",MD,Power Marketer,"2,737","27,946","3,303.90",11.82
"Interstate Gas Supply, Inc.",MD,Power Marketer,"3,335","31,893","3,131.00",9.82
Liberty Power Corp.,MD,Power Marketer,"3,791","36,847","4,407.00",11.96
MPower Energy NJ LLC,MD,Power Marketer,"1,489","1,964",197,10.03
Major Energy Electric Services,MD,Power Marketer,"6,574","52,489","5,981.00",11.39
"MidAmerican Energy Services, LLC",MD,Power Marketer,392,"7,277",592,8.14
"NextEra Energy Services, LLC",MD,Power Marketer,112,"1,760",145.6,8.27
"Nordic Energy Services, LLC",MD,Power Marketer,20,225,18.1,8.04
"North American Power and Gas, LLC",MD,Power Marketer,"3,772","47,407","6,021.10",12.7
"Oasis Power, LLC",MD,Power Marketer,"6,037","66,626","8,750.50",13.13
"Palmco Power MD, LLC",MD,Power Marketer,"4,933","39,088","7,703.00",19.71
Park Power LLC,MD,Power Marketer,"1,278","16,219","1,830.00",11.28
Planet Energy,MD,Power Marketer,38,54,5.8,10.74
"Plymouth Rock Energy, LLC",MD,Power Marketer,571,"2,961",313.6,10.59
"Public Power & Utility of Maryland, LLC",MD,Power Marketer,"6,011","64,352","8,040.00",12.49
"REP Energy, LLC",MD,Power Marketer,"1,810","28,066","2,508.00",8.94
Reliant Energy Northeast LLC,MD,Power Marketer,"24,179","345,372","37,815.40",10.95
"SFE Energy Maryland, Inc",MD,Power Marketer,"10,662","99,934","9,040.00",9.05
"Shipley Choice, LLC",MD,Power Marketer,862,"8,634",759.9,8.8
Source Power & Gas LLC,MD,Power Marketer,37,530,48.5,9.15
"Spark Energy, LP",MD,Power Marketer,"2,975","51,902","4,737.00",9.13
Sperian Energy Corp,MD,Power Marketer,"1,061","13,077","1,334.70",10.21
Spring Energy RRH LLC dba Spring Power & Gas,MD,Power Marketer,434,"2,393",345,14.42
"Starion Energy PA, Inc.",MD,Power Marketer,"4,680","51,322","7,305.40",14.23
"Stream Energy Maryland, LLC",MD,Power Marketer,"9,713","125,960","13,671.50",10.85
"Talen Energy Marketing, LLC",MD,Power Marketer,2,7,0.6,8.57
Viridian Energy PA LLC,MD,Power Marketer,"6,663","79,849","9,005.00",11.28
"WGL Energy Services, Inc.",MD,Power Marketer,"61,446","714,046","65,899.00",9.23
"XOOM Energy Maryland, LLC",MD,Power Marketer,"17,862","197,191","20,167.50",10.23
Agera Energy LLC,ME,Power Marketer,324,"2,281",183,8.02
"Ambit Energy Holdings, LLC",ME,Power Marketer,"5,345","42,721","3,033.90",7.1
"C. N. Brown Electricity, LLC",ME,Power Marketer,"1,061","7,116",680.4,9.56
Clearview Electric Inc.,ME,Power Marketer,"5,967","25,642","2,870.00",11.19
"Constellation Energy Services, Inc.",ME,Power Marketer,161,"3,821",283.4,7.42
"ENGIE Retail, LLC",ME,Power Marketer,489,"4,933",419,8.49
"Electricity Maine, LLC",ME,Power Marketer,"87,764","599,382","62,535.50",10.43
FairPoint Energy LLC,ME,Power Marketer,"10,075","58,856","5,405.00",9.18
"First Point Power, LLC",ME,Power Marketer,37,337,26.4,7.83
"Mega Energy of Maine, LLC",ME,Power Marketer,17,176,16.9,9.6
"North American Power and Gas, LLC",ME,Power Marketer,"4,663","36,048","3,725.50",10.33
"XOOM Energy Maine, LLC",ME,Power Marketer,"1,641","11,603","1,021.00",8.8
"Eligo Energy, LLC",MI,Power Marketer,7,"3,100",125.3,4.04
Agera Energy LLC,NH,Power Marketer,"1,536","12,745","1,162.00",9.12
"Ambit Energy Holdings, LLC",NH,Power Marketer,"3,281","25,294","2,343.20",9.26
Clearview Electric Inc.,NH,Power Marketer,"11,004","11,469","1,589.00",13.85
"Constellation Energy Services, Inc.",NH,Power Marketer,650,"5,701",541.8,9.5
Direct Energy Services,NH,Power Marketer,"5,118","27,493","2,026.00",7.37
"ENGIE Retail, LLC",NH,Power Marketer,18,104,8,7.69
"Electricity NH, LLC d/b/a ENH Power, LLC",NH,Power Marketer,"40,834","295,104","30,327.60",10.28
FairPoint Energy LLC,NH,Power Marketer,"8,428","52,897","5,557.00",10.51
"First Point Power, LLC",NH,Power Marketer,"3,949","36,431","3,216.00",8.83
"Mega Energy of New Hampshire, LLC",NH,Power Marketer,"1,019","7,548",875.9,11.6
"North American Power and Gas, LLC",NH,Power Marketer,"36,664","295,595","33,686.50",11.4
PNE Energy Supply LLC,NH,Power Marketer,"1,099","4,812",415.1,8.63
"REP Energy, LLC",NH,Power Marketer,81,362,34,9.39
Town Square Energy,NH,Power Marketer,"2,949","18,980","1,785.20",9.41
"XOOM Energy New Hampshire, LLC",NH,Power Marketer,618,"4,685",452.7,9.66
AEP Energy,NJ,Power Marketer,"1,341","16,336","1,581.00",9.68
AP Holdings LLC,NJ,Power Marketer,189,"1,883",91,4.83
Agera Energy LLC,NJ,Power Marketer,277,"2,487",254,10.21
"Alpha Gas and Electric, LLC",NJ,Power Marketer,"3,239","24,101","3,496.00",14.51
"Ambit Energy Holdings, LLC",NJ,Power Marketer,"21,334","223,245","25,776.60",11.55
American Power & Gas,NJ,Power Marketer,"2,405","25,395","3,835.00",15.1
Astral Energy LLC,NJ,Power Marketer,"2,934","29,269","3,566.20",12.18
Champion Energy Services,NJ,Power Marketer,308,"3,057",367.2,12.01
"Choice Energy, LLC d/b/a 4 Choice Energy",NJ,Power Marketer,"4,719","33,292","3,987.00",11.98
Clearview Electric Inc.,NJ,Power Marketer,"6,474","44,131","5,352.00",12.13
"Commerce Energy, Inc.",NJ,Power Marketer,"6,545","54,049","6,075.20",11.24
Consolidated Edison Sol Inc,NJ,Power Marketer,"1,670","55,555","4,125.10",7.43
Constellation Energy Power Choice Inc.,NJ,Power Marketer,"1,499","12,670","1,742.10",13.75
"Constellation Energy Services, Inc.",NJ,Power Marketer,"30,023","238,344","24,220.30",10.16
"Constellation NewEnergy, Inc",NJ,Power Marketer,"8,923","91,953","8,757.00",9.52
Direct Energy Services,NJ,Power Marketer,"26,273","245,412","34,024.80",13.86
"Discount Energy Group, LLC",NJ,Power Marketer,635,"5,188",618.2,11.92
"ENGIE Retail, LLC",NJ,Power Marketer,21,231,22,9.52
"East Coast Power & Gas, LLC",NJ,Power Marketer,2,3,0.3,10
Energy Plus Holdings LLC,NJ,Power Marketer,"17,843","163,500","24,840.80",15.19
"Energy Services Providers, Inc",NJ,Power Marketer,"5,427","49,488","5,573.60",11.26
Energy.Me Midwest LLC,NJ,Power Marketer,45,"1,097",107,9.75
Entrust Energy,NJ,Power Marketer,425,"2,882",330,11.45
"Ethical Electric, Inc",NJ,Power Marketer,"2,880","22,667","3,274.40",14.45
Everyday Energy LLC,NJ,Power Marketer,"1,454","12,924","1,358.00",10.51
First Energy Solutions Corp.,NJ,Power Marketer,377,"4,325",410.9,9.5
"First Point Power, LLC",NJ,Power Marketer,11,80,6.3,7.88
"Frontier Utilities, Inc.",NJ,Power Marketer,774,"4,101",547.2,13.34
Green Mountain Energy Company,NJ,Power Marketer,882,"7,200",893.5,12.41
Greenlight Energy Inc.,NJ,Power Marketer,620,"4,653",473,10.17
"HIKO Energy, LLC",NJ,Power Marketer,"4,052","26,929","3,095.70",11.5
"Harborside Energy, LLC",NJ,Power Marketer,"1,497","8,879","1,278.00",14.39
"IDT Energy, Inc.",NJ,Power Marketer,"28,744","194,434","23,486.30",12.08
"Inspire Energy Holdings, LLC",NJ,Power Marketer,"7,043","53,811","6,080.50",11.3
Liberty Power Corp.,NJ,Power Marketer,"3,278","19,407","2,559.00",13.19
MPower Energy NJ LLC,NJ,Power Marketer,"3,343","10,056","1,230.00",12.23
Marathon Power LLC,NJ,Power Marketer,172,"2,996",292.9,9.78
"NextEra Energy Services, LLC",NJ,Power Marketer,957,"16,244","1,812.70",11.16
"Nordic Energy Services, LLC",NJ,Power Marketer,154,"1,625",151.7,9.34
"North American Power and Gas, LLC",NJ,Power Marketer,"19,727","196,223","27,782.10",14.16
"Oasis Power, LLC",NJ,Power Marketer,669,"4,806",767.9,15.98
"Palmco Power NJ, LLC",NJ,Power Marketer,"6,688","37,787","7,619.00",20.16
Park Power LLC,NJ,Power Marketer,25,180,20,11.11
"Plymouth Rock Energy, LLC",NJ,Power Marketer,"3,911","16,450","1,977.70",12.02
Public Power & Utility - New Jersey,NJ,Power Marketer,75,383,35,9.14
Reliant Energy Northeast LLC,NJ,Power Marketer,"12,464","139,882","13,686.60",9.78
"ResCom Energy, LLC",NJ,Power Marketer,92,709,120.4,16.98
"Residents Energy, LLC",NJ,Power Marketer,"1,715","12,508","1,514.70",12.11
Respond Power LLC,NJ,Power Marketer,"10,485","90,379","10,092.00",11.17
"SFE Energy New Jersey, Inc.",NJ,Power Marketer,"7,121","50,983","4,982.00",9.77
"SmartEnergy Holdings, LLC",NJ,Power Marketer,697,"4,144",632,15.25
Source Power & Gas LLC,NJ,Power Marketer,29,357,39.8,11.15
South Jersey Energy Company,NJ,Power Marketer,"18,442","128,816","11,106.90",8.62
"Spark Energy, LP",NJ,Power Marketer,"1,671","13,836","2,103.20",15.2
Sperian Energy Corp,NJ,Power Marketer,"2,467","23,492","3,253.40",13.85
Spring Energy RRH LLC dba Spring Power & Gas,NJ,Power Marketer,961,"4,023",693,17.23
"Star Energy Partners, LLC",NJ,Power Marketer,384,"3,883",477,12.28
"Starion Energy PA, Inc.",NJ,Power Marketer,"5,835","48,134","6,856.40",14.24
"Stream Energy New Jersey, LLC",NJ,Power Marketer,"16,842","166,524","19,212.90",11.54
"Supreme Energy, Inc.",NJ,Power Marketer,33,564,61,10.82
"Talen Energy Marketing, LLC",NJ,Power Marketer,"8,366","43,696","4,853.00",11.11
"Texpo Power, L.P.",NJ,Power Marketer,651,"8,484",834.2,9.83
"TriEagle Energy, L.P.",NJ,Power Marketer,"63,713","602,549","58,181.90",9.66
Verde Energy USA,NJ,Power Marketer,"19,323","166,183","25,814.00",15.53
Viridian Energy PA LLC,NJ,Power Marketer,"36,654","354,107","46,869.00",13.24
"XOOM Energy New Jersey, LLC",NJ,Power Marketer,"7,416","63,778","8,086.00",12.68
AP Holdings LLC,NY,Power Marketer,"1,088","8,226",817,9.93
"Abest Power & Gas, LLC",NY,Power Marketer,51,110,12.9,11.73
"Accent Energy Holdings, LLC",NY,Power Marketer,"10,399","61,179","6,537.00",10.69
Agera Energy LLC,NY,Power Marketer,"1,125","35,887","2,837.00",7.91
"Agway Energy Services, LLC",NY,Power Marketer,"37,286","281,490","22,492.10",7.99
"Alpha Gas and Electric, LLC",NY,Power Marketer,"7,739","44,777","6,167.00",13.77
"Ambit Energy Holdings, LLC",NY,Power Marketer,"150,267","1,324,163","89,412.90",6.75
American Power & Gas,NY,Power Marketer,"12,920","86,780","11,540.00",13.3
Astral Energy LLC,NY,Power Marketer,994,"34,608","4,869.60",14.07
Atlantic Energy LLC,NY,Power Marketer,166,"8,390",918,10.94
"Bounce Energy, Inc.",NY,Power Marketer,26,"1,112",89,8
Clearview Electric Inc.,NY,Power Marketer,"2,091","8,949",975,10.9
"Columbia Utilities Power, LLC",NY,Power Marketer,"4,020","20,361","4,253.50",20.89
Consolidated Edison Sol Inc,NY,Power Marketer,"76,947","642,194","50,984.60",7.94
Constellation Energy Power Choice Inc.,NY,Power Marketer,"26,784","265,791","21,035.70",7.91
"Constellation Energy Services NY, Inc.",NY,Power Marketer,"1,865","60,152","3,723.60",6.19
"Constellation NewEnergy, Inc",NY,Power Marketer,"1,442",793,69,8.7
Direct Energy Services,NY,Power Marketer,"137,925","1,146,053","113,588.90",9.91
"ENGIE Retail, LLC",NY,Power Marketer,738,"8,245",577,7
"East Coast Power & Gas, LLC",NY,Power Marketer,"1,521","100,520","7,375.80",7.34
