Entity,State,Ownership,"Customers(Count)","Sales(Megawatthours)","Revenues(Thousands Dollars)","Average Price(cents/kWh)"
"CleanChoice Energy, Inc.",DC,Retail Power Marketer,"8,556","63,898","7,829.30",12.25
Clearview Electric Inc.,DC,Retail Power Marketer,680,"5,801",635.7,10.96
"Constellation NewEnergy, Inc",DC,Retail Power Marketer,"2,640","37,386","2,870.20",7.68
Direct Energy Services,DC,Retail Power Marketer,536,"4,417",435.7,9.86
"ENGIE Retail, LLC",DC,Retail Power Marketer,511,"3,418",234.8,6.87
"Eligo Energy, LLC",DC,Retail Power Marketer,293,"2,421",236.3,9.76
"Energy Services Providers, Inc",DC,Retail Power Marketer,549,"4,369",549.2,12.57
"Horizon Power and Light, LLC",DC,Retail Power Marketer,218,"2,434",329.1,13.52
"IDT Energy, Inc.",DC,Retail Power Marketer,"2,077","15,581","2,175.90",13.97
"Inspire Energy Holdings, LLC",DC,Retail Power Marketer,172,"1,106",92.1,8.33
Liberty Power Corp.,DC,Retail Power Marketer,"1,000","7,251",736.1,10.15
MPower Energy NJ LLC,DC,Retail Power Marketer,"1,618","12,604","1,387.80",11.01
Major Energy Electric Services,DC,Retail Power Marketer,991,"7,583",989,13.04
"MidAmerican Energy Services, LLC",DC,Retail Power Marketer,15,"1,457",95.8,6.58
"NextEra Energy Services, LLC",DC,Retail Power Marketer,105,"1,178",109,9.25
"Palmco Power DC, LLC",DC,Retail Power Marketer,"1,308","9,506","1,284.00",13.51
Park Power LLC,DC,Retail Power Marketer,249,"1,639",139.5,8.51
Public Power LLC (CT),DC,Retail Power Marketer,863,"7,548","1,062.40",14.08
"RPA Energy, Inc.",DC,Retail Power Marketer,26,53,10.4,19.62
Reliant Energy Northeast LLC,DC,Retail Power Marketer,520,"4,447",561,12.62
"Renaissance Power & Gas, Inc.",DC,Retail Power Marketer,333,"2,577",253.5,9.84
"SmartEnergy Holdings, LLC",DC,Retail Power Marketer,"1,965","14,860","1,345.10",9.05
"Star Energy Partners, LLC",DC,Retail Power Marketer,"3,174","24,572","2,561.30",10.42
"Starion Energy PA, Inc.",DC,Retail Power Marketer,397,"2,607",440.1,16.88
"Stream Energy Columbia, LLC",DC,Retail Power Marketer,607,"5,193",554.7,10.68
Titan Gas LLC,DC,Retail Power Marketer,210,"2,439",284.5,11.66
Viridian Energy PA LLC,DC,Retail Power Marketer,146,"1,350",166.6,12.34
"WGL Energy Services, Inc.",DC,Retail Power Marketer,"5,524","46,878","3,921.00",8.36
"XOOM Energy Washington DC, LLC",DC,Retail Power Marketer,"1,214","11,754","1,271.00",10.81
"Ambit Energy Holdings, LLC",DE,Retail Power Marketer,489,"5,684",515,9.06
"CleanChoice Energy, Inc.",DE,Retail Power Marketer,"2,985","28,701","2,959.50",10.31
Clearview Electric Inc.,DE,Retail Power Marketer,"1,016","8,925","1,107.60",12.41
"Commerce Energy, Inc.",DE,Retail Power Marketer,"2,941","33,663","3,719.60",11.05
"Constellation NewEnergy, Inc",DE,Retail Power Marketer,"1,245","97,218","5,847.90",6.02
Direct Energy Services,DE,Retail Power Marketer,"5,778","60,881","5,768.10",9.47
"ENGIE Retail, LLC",DE,Retail Power Marketer,387,"4,152",301.7,7.27
"First Point Power, LLC",DE,Retail Power Marketer,46,571,69.7,12.21
"Inspire Energy Holdings, LLC",DE,Retail Power Marketer,"1,079","4,673",384.5,8.23
Liberty Power Corp.,DE,Retail Power Marketer,"3,206","26,247","2,563.60",9.77
"MidAmerican Energy Services, LLC",DE,Retail Power Marketer,8,123,8.8,7.15
"NextEra Energy Services, LLC",DE,Retail Power Marketer,335,"3,824",417,10.9
"Palmco Power DE, LLC",DE,Retail Power Marketer,345,"4,241",536,12.64
Park Power LLC,DE,Retail Power Marketer,637,"3,147",234.7,7.46
"RPA Energy, Inc.",DE,Retail Power Marketer,266,"1,128",123,10.9
Reliant Energy Northeast LLC,DE,Retail Power Marketer,"2,370","24,201","2,398.00",9.91
"ResCom Energy, LLC",DE,Retail Power Marketer,54,433,68.7,15.87
"Residents Energy, LLC",DE,Retail Power Marketer,"1,372","12,068","1,315.60",10.9
"SmartEnergy Holdings, LLC",DE,Retail Power Marketer,"2,382","24,076","2,358.80",9.8
"Spark Energy, LP",DE,Retail Power Marketer,121,"1,404",130,9.26
"Starion Energy PA, Inc.",DE,Retail Power Marketer,78,641,73.4,11.45
"Stream Energy Delaware, LLC",DE,Retail Power Marketer,626,"6,673",561.4,8.41
Viridian Energy PA LLC,DE,Retail Power Marketer,286,"3,416",400.3,11.72
"WGL Energy Services, Inc.",DE,Retail Power Marketer,"3,039","30,665","2,540.00",8.28
"XOOM Energy Delaware, LLC",DE,Retail Power Marketer,585,"7,032",774,11.01
AEP Energy,IL,Retail Power Marketer,"21,250","224,700","14,155.70",6.3
Agera Energy LLC,IL,Retail Power Marketer,2,13,0.7,5.38
"Alpha Gas and Electric, LLC",IL,Retail Power Marketer,"2,527","14,091","1,487.00",10.55
"Ambit Energy Holdings, LLC",IL,Retail Power Marketer,"48,966","476,049","32,458.00",6.82
American Power & Gas,IL,Retail Power Marketer,"1,302","11,854","1,362.60",11.49
Champion Energy Services,IL,Retail Power Marketer,"1,510",951,79.5,8.36
"CleanChoice Energy, Inc.",IL,Retail Power Marketer,"20,544","139,003","17,442.90",12.55
Clearview Electric Inc.,IL,Retail Power Marketer,"16,341","146,937","15,390.40",10.47
"Commerce Energy, Inc.",IL,Retail Power Marketer,"37,517","361,667","29,981.20",8.29
"Constellation NewEnergy, Inc",IL,Retail Power Marketer,"178,079","1,634,393","113,943.90",6.97
Direct Energy Services,IL,Retail Power Marketer,"46,592","394,869","44,655.90",11.31
"Dynegy Energy Services, LLC",IL,Retail Power Marketer,"174,115","1,593,169","110,555.60",6.94
ENGIE Power & Gas LLC,IL,Retail Power Marketer,598,"4,869",504.7,10.37
"ENGIE Retail, LLC",IL,Retail Power Marketer,"2,569","17,480","1,713.10",9.8
"Eligo Energy, LLC",IL,Retail Power Marketer,"60,500","491,548","35,304.40",7.18
Energy Harbor Corp.,IL,Retail Power Marketer,"2,430","23,246","1,663.70",7.16
Energy Plus Holdings LLC,IL,Retail Power Marketer,"10,696","90,697","12,254.00",13.51
"Energy Services Providers, Inc",IL,Retail Power Marketer,"23,535","205,429","18,310.90",8.91
Energy.Me Midwest LLC,IL,Retail Power Marketer,20,66,4.4,6.67
Entrust Energy,IL,Retail Power Marketer,13,110,9,8.18
Everyday Energy LLC,IL,Retail Power Marketer,506,"4,108",426.3,10.38
"Frontier Utilities, Inc.",IL,Retail Power Marketer,"2,875","22,451","2,858.90",12.73
"Great American Power, LLC",IL,Retail Power Marketer,"7,529","49,577","5,244.40",10.58
Green Mountain Energy Company,IL,Retail Power Marketer,"15,478","108,285","12,958.80",11.97
Homefield Energy,IL,Retail Power Marketer,"401,790","4,215,830","228,621.10",5.42
"IDT Energy, Inc.",IL,Retail Power Marketer,"7,995","45,794","6,478.40",14.15
"Inspire Energy Holdings, LLC",IL,Retail Power Marketer,"20,335","160,607","16,148.20",10.05
"Interstate Gas Supply, Inc.",IL,Retail Power Marketer,"23,596","192,141","18,950.00",9.86
Josco Energy IL LLC,IL,Retail Power Marketer,389,"1,668",164.2,9.84
Liberty Power Corp.,IL,Retail Power Marketer,"36,398","240,326","23,257.30",9.68
"LifeEnergy, LLC",IL,Retail Power Marketer,11,2,0.1,5
"MC Squared Energy Services, LLC",IL,Retail Power Marketer,"82,911","823,131","55,261.00",6.71
MPower Energy NJ LLC,IL,Retail Power Marketer,106,795,73.1,9.19
Major Energy Electric Services,IL,Retail Power Marketer,979,"5,992",950,15.85
"Mega Energy of Illinois, LLC",IL,Retail Power Marketer,"5,381","49,882","5,699.00",11.42
"MidAmerican Energy Services, LLC",IL,Retail Power Marketer,"10,755","110,673","5,691.90",5.14
"Nordic Energy Services, LLC",IL,Retail Power Marketer,"56,585","469,715","34,442.40",7.33
"North American Power and Gas, LLC",IL,Retail Power Marketer,"2,925","23,414","3,506.20",14.97
"Palmco Power IL, LLC",IL,Retail Power Marketer,"11,259","72,615","6,831.00",9.41
Park Power LLC,IL,Retail Power Marketer,"2,354","15,657","1,543.90",9.86
Public Power LLC (CT),IL,Retail Power Marketer,"2,182","17,419","1,766.70",10.14
"Pure Energy USA, LLC",IL,Retail Power Marketer,"1,460","10,999","1,165.00",10.59
"RPA Energy, Inc.",IL,Retail Power Marketer,"25,092","147,654","20,061.30",13.59
"Realgy, LLC",IL,Retail Power Marketer,"13,267","146,412","7,871.40",5.38
Reliant Energy Northeast LLC,IL,Retail Power Marketer,"142,093","1,196,040","118,369.00",9.9
"ResCom Energy, LLC",IL,Retail Power Marketer,303,"1,827",124,6.79
"Residents Energy, LLC",IL,Retail Power Marketer,"30,491","261,078","27,554.70",10.55
"Rushmore Energy, LLC",IL,Retail Power Marketer,"3,527","31,407","2,552.60",8.13
"SFE Energy Illinois, Inc.",IL,Retail Power Marketer,953,"7,916",631,7.97
Santanna Energy Services,IL,Retail Power Marketer,"12,282","96,084","7,881.10",8.2
"SmartEnergy Holdings, LLC",IL,Retail Power Marketer,"17,216","128,052","9,954.90",7.77
South Bay Energy Corp.,IL,Retail Power Marketer,268,"1,945",181,9.31
"Spark Energy, LP",IL,Retail Power Marketer,"41,599","284,983","40,131.00",14.08
"Star Energy Partners, LLC",IL,Retail Power Marketer,"19,950","173,867","15,883.60",9.14
"Starion Energy PA, Inc.",IL,Retail Power Marketer,"1,208","6,930",727.4,10.5
"Stream Energy Illinois, LLC",IL,Retail Power Marketer,"7,099","52,398","4,332.90",8.27
Switch Energy,IL,Retail Power Marketer,"4,371","33,416","2,358.00",7.06
Titan Gas LLC,IL,Retail Power Marketer,230,"1,901",164.6,8.66
Tomorow Energy Corp.,IL,Retail Power Marketer,"3,907","28,791","4,721.00",16.4
Viridian Energy PA LLC,IL,Retail Power Marketer,"5,384","46,020","5,255.50",11.42
"Vista Energy Marketing, L.P.",IL,Retail Power Marketer,"15,267","109,903","11,624.40",10.58
"XOOM Energy Illinois, LLC",IL,Retail Power Marketer,"17,372","111,860","12,161.00",10.87
Agera Energy LLC,MA,Retail Power Marketer,27,43,4.7,10.93
"Ambit Energy Holdings, LLC",MA,Retail Power Marketer,"15,608","123,374","17,170.00",13.92
Astral Energy LLC,MA,Retail Power Marketer,1,6,0.8,13.33
"CleanChoice Energy, Inc.",MA,Retail Power Marketer,"30,156","170,780","28,954.50",16.95
Clearview Electric Inc.,MA,Retail Power Marketer,"11,111","90,760","11,990.90",13.21
"Constellation NewEnergy, Inc",MA,Retail Power Marketer,"92,024","935,755","98,999.80",10.58
Direct Energy Services,MA,Retail Power Marketer,"275,402","2,085,582","242,976.50",11.65
Discount Power Inc - (CT),MA,Retail Power Marketer,"4,565","27,825","4,377.30",15.73
"Dynegy Energy Services, LLC",MA,Retail Power Marketer,"89,365","630,668","68,135.60",10.8
"ENGIE Retail, LLC",MA,Retail Power Marketer,"7,556","68,060","8,807.00",12.94
"Eligo Energy, LLC",MA,Retail Power Marketer,"10,328","70,015","10,690.00",15.27
Energy Plus Holdings LLC,MA,Retail Power Marketer,"2,160","14,349","2,452.10",17.09
"Energy Services Providers, Inc",MA,Retail Power Marketer,"7,798","53,522","8,703.80",16.26
Everyday Energy LLC,MA,Retail Power Marketer,233,"1,304",164.4,12.61
"First Point Power, LLC",MA,Retail Power Marketer,"26,360","217,560","23,747.50",10.92
Green Mountain Energy Company,MA,Retail Power Marketer,"2,595","16,106","2,580.60",16.02
"Inspire Energy Holdings, LLC",MA,Retail Power Marketer,"43,977","315,578","42,683.20",13.53
Just Energy,MA,Retail Power Marketer,"11,674","69,362","11,505.20",16.59
Liberty Power Corp.,MA,Retail Power Marketer,"19,885","104,263","16,078.10",15.42
Major Energy Electric Services,MA,Retail Power Marketer,"4,905","28,078","4,475.00",15.94
"Mega Energy of New England, LLC",MA,Retail Power Marketer,"2,968","28,547","3,720.00",13.03
"National Gas & Electric, LLC",MA,Retail Power Marketer,"8,031","54,981","7,969.20",14.49
"NextEra Energy Services, LLC",MA,Retail Power Marketer,"83,722","819,429","85,529.80",10.44
"Nordic Energy Services, LLC",MA,Retail Power Marketer,"1,157","5,693",664.8,11.68
"Palmco Power MA, LLC",MA,Retail Power Marketer,"9,736","53,804","8,689.00",16.15
"Provider Power MASS, LLC",MA,Retail Power Marketer,"9,719","68,772","9,832.80",14.3
Public Power LLC (CT),MA,Retail Power Marketer,"189,375","1,393,713","145,446.50",10.44
Reliant Energy Northeast LLC,MA,Retail Power Marketer,"41,583","296,299","47,350.00",15.98
"Renaissance Power & Gas, Inc.",MA,Retail Power Marketer,"1,980","11,739","1,482.70",12.63
"Residents Energy, LLC",MA,Retail Power Marketer,"23,569","146,466","22,400.40",15.29
"SFE Energy Massachusetts, Inc.",MA,Retail Power Marketer,"14,771","99,955","11,526.00",11.53
"SmartEnergy Holdings, LLC",MA,Retail Power Marketer,"13,450","74,426","11,411.70",15.33
"Starion Energy, Inc.",MA,Retail Power Marketer,"20,346","140,811","19,249.20",13.67
"Summer Energy Northeast, LLC",MA,Retail Power Marketer,935,"7,601",989,13.01
"Sunwave Gas & Power Connecticut, Inc.",MA,Retail Power Marketer,555,"6,200",699.9,11.29
Titan Gas LLC,MA,Retail Power Marketer,"1,059","21,597","2,602.60",12.05
Town Square Energy,MA,Retail Power Marketer,"16,160","126,614","14,713.10",11.62
Verde Energy USA,MA,Retail Power Marketer,"11,609","73,965","11,932.00",16.13
Viridian Energy LLC,MA,Retail Power Marketer,"17,343","128,277","17,832.50",13.9
"XOOM Energy Massachusetts, LLC",MA,Retail Power Marketer,"4,917","41,454","5,531.00",13.34
AEP Energy,MD,Retail Power Marketer,"2,756","40,270","2,570.10",6.38
AP Holdings LLC,MD,Retail Power Marketer,350,"3,556",408,11.47
Agera Energy LLC,MD,Retail Power Marketer,2,1,0.1,10
"Agway Energy Services, LLC",MD,Retail Power Marketer,9,85,7.9,9.29
"Alpha Gas and Electric, LLC",MD,Retail Power Marketer,974,"5,919",584,9.87
"Ambit Energy Holdings, LLC",MD,Retail Power Marketer,"10,027","123,246","11,146.00",9.04
American Power & Gas,MD,Retail Power Marketer,669,"9,850","1,084.40",11.01
Astral Energy LLC,MD,Retail Power Marketer,2,17,1.3,7.65
"CleanChoice Energy, Inc.",MD,Retail Power Marketer,"18,807","183,910","20,126.90",10.94
Clearview Electric Inc.,MD,Retail Power Marketer,"5,931","65,430","6,369.40",9.73
"Commerce Energy, Inc.",MD,Retail Power Marketer,"17,236","170,871","17,480.40",10.23
"Constellation NewEnergy, Inc",MD,Retail Power Marketer,"107,277","1,793,368","128,004.10",7.14
Direct Energy Services,MD,Retail Power Marketer,"34,387","356,865","33,069.40",9.27
Discount Power Inc - (CT),MD,Retail Power Marketer,"1,394","13,446","1,391.10",10.35
ENGIE Power & Gas LLC,MD,Retail Power Marketer,394,"6,221",838,13.47
"ENGIE Retail, LLC",MD,Retail Power Marketer,"3,186","37,785","2,961.90",7.84
"Eligo Energy, LLC",MD,Retail Power Marketer,"3,680","40,961","4,913.00",11.99
Energy Harbor Corp.,MD,Retail Power Marketer,204,"1,780",131.4,7.38
Energy Plus Holdings LLC,MD,Retail Power Marketer,"2,664","29,541","3,719.50",12.59
"Energy Services Providers, Inc",MD,Retail Power Marketer,"13,879","132,911","17,076.60",12.85
Entrust Energy,MD,Retail Power Marketer,1,18,1,5.56
"First Point Power, LLC",MD,Retail Power Marketer,5,133,14.6,10.98
"Great American Power, LLC",MD,Retail Power Marketer,"2,861","21,878","2,185.00",9.99
Green Mountain Energy Company,MD,Retail Power Marketer,"4,272","44,508","5,892.20",13.24
Greenlight Energy Inc.,MD,Retail Power Marketer,"2,228","19,558","2,111.40",10.8
"Horizon Power and Light, LLC",MD,Retail Power Marketer,"1,042","12,300","1,463.00",11.89
"IDT Energy, Inc.",MD,Retail Power Marketer,"7,215","63,951","7,583.30",11.86
"Inspire Energy Holdings, LLC",MD,Retail Power Marketer,"22,195","229,657","24,729.00",10.77
"Interstate Gas Supply, Inc.",MD,Retail Power Marketer,"1,781","16,228","1,443.00",8.89
Josco Energy USA LLC,MD,Retail Power Marketer,"2,453","19,441","2,517.00",12.95
Liberty Power Corp.,MD,Retail Power Marketer,"5,952","44,568","4,581.90",10.28
MPower Energy NJ LLC,MD,Retail Power Marketer,"2,784","17,145","2,005.60",11.7
Major Energy Electric Services,MD,Retail Power Marketer,"2,297","20,312","3,375.00",16.62
"MidAmerican Energy Services, LLC",MD,Retail Power Marketer,349,"6,425",402,6.26
"National Gas & Electric, LLC",MD,Retail Power Marketer,"1,254","23,543","2,490.00",10.58
"NextEra Energy Services, LLC",MD,Retail Power Marketer,88,"1,063",85.1,8.01
"North American Power and Gas, LLC",MD,Retail Power Marketer,"2,804","37,701","5,051.30",13.4
"Palmco Power MD, LLC",MD,Retail Power Marketer,"3,793","28,081","4,487.00",15.98
Park Power LLC,MD,Retail Power Marketer,835,"6,392",686,10.73
Planet Energy,MD,Retail Power Marketer,104,895,74.5,8.32
"Public Power & Utility of Maryland, LLC",MD,Retail Power Marketer,"2,981","30,295","4,333.40",14.3
"RPA Energy, Inc.",MD,Retail Power Marketer,262,"1,428",237,16.6
Reliant Energy Northeast LLC,MD,Retail Power Marketer,"21,399","246,094","24,924.00",10.13
"SFE Energy Maryland, Inc.",MD,Retail Power Marketer,"5,838","48,512","3,960.00",8.16
"Shipley Choice, LLC",MD,Retail Power Marketer,433,"5,612",535.9,9.55
"SmartEnergy Holdings, LLC",MD,Retail Power Marketer,"12,316","117,744","11,988.70",10.18
"Spark Energy, LP",MD,Retail Power Marketer,"4,013","36,734","5,480.00",14.92
Spring Energy RRH LLC dba Spring Power &,MD,Retail Power Marketer,"2,582","17,348","1,756.00",10.12
"Star Energy Partners, LLC",MD,Retail Power Marketer,"8,181","78,406","7,387.90",9.42
"Starion Energy PA, Inc.",MD,Retail Power Marketer,"1,813","18,885","2,391.60",12.66
StateWise Energy Maryland LLC,MD,Retail Power Marketer,"4,135","32,968","4,485.00",13.6
"Stream Energy Maryland, LLC",MD,Retail Power Marketer,"6,085","72,080","7,926.50",11
"SunSea Energy, LLC",MD,Retail Power Marketer,"1,872","12,852","1,970.00",15.33
Titan Gas LLC,MD,Retail Power Marketer,"4,888","59,813","6,351.40",10.62
Tomorow Energy Corp.,MD,Retail Power Marketer,"3,358","36,091","4,050.00",11.22
"Town Square Energy East, LLC",MD,Retail Power Marketer,130,"1,586",146.6,9.24
Viridian Energy PA LLC,MD,Retail Power Marketer,"2,734","30,856","4,286.20",13.89
"WGL Energy Services, Inc.",MD,Retail Power Marketer,"39,439","429,450","33,529.00",7.81
"XOOM Energy Maryland, LLC",MD,Retail Power Marketer,"13,289","159,330","16,776.00",10.53
"Ambit Energy Holdings, LLC",ME,Retail Power Marketer,"6,930","55,167","4,521.00",8.2
"C. N. Brown Electricity, LLC",ME,Retail Power Marketer,"3,386","27,802","2,233.10",8.03
Clearview Electric Inc.,ME,Retail Power Marketer,"2,168","10,612","1,772.80",16.71
"Constellation NewEnergy, Inc",ME,Retail Power Marketer,739,"9,439",645.4,6.84
"ENGIE Retail, LLC",ME,Retail Power Marketer,"3,288","29,507","2,674.40",9.06
"Electricity Maine, LLC",ME,Retail Power Marketer,"36,085","245,231","29,776.00",12.14
FairPoint Energy LLC,ME,Retail Power Marketer,"5,840","33,011","4,554.40",13.8
"First Point Power, LLC",ME,Retail Power Marketer,319,"2,212",180.9,8.18
"North American Power and Gas, LLC",ME,Retail Power Marketer,"4,095","31,175","3,716.60",11.92
"SmartEnergy Holdings, LLC",ME,Retail Power Marketer,"2,040","10,200",740.1,7.26
Town Square Energy,ME,Retail Power Marketer,"1,820","10,707","1,139.00",10.64
"XOOM Energy Maine, LLC",ME,Retail Power Marketer,"1,020","6,720",748,11.13
Agera Energy LLC,NH,Retail Power Marketer,1,1,0.1,10
"Ambit Energy Holdings, LLC",NH,Retail Power Marketer,"2,941","23,288","2,138.00",9.18
Clearview Electric Inc.,NH,Retail Power Marketer,"1,947","10,600","1,978.90",18.67
"Constellation NewEnergy, Inc",NH,Retail Power Marketer,721,"26,253","1,947.20",7.42
Direct Energy Services,NH,Retail Power Marketer,"20,364","171,010","16,964.30",9.92
"ENGIE Retail, LLC",NH,Retail Power Marketer,"1,677","13,871","1,173.30",8.46
"Electricity NH, LLC d/b/a ENH Power, LLC",NH,Retail Power Marketer,"24,988","175,451","21,611.00",12.32
FairPoint Energy LLC,NH,Retail Power Marketer,"4,617","28,195","3,989.60",14.15
"First Point Power, LLC",NH,Retail Power Marketer,"2,101","19,929","1,851.00",9.29
"Mega Energy of New Hampshire, LLC",NH,Retail Power Marketer,438,"4,721",646,13.68
"North American Power and Gas, LLC",NH,Retail Power Marketer,"25,558","203,139","25,645.40",12.62
"SmartEnergy Holdings, LLC",NH,Retail Power Marketer,"1,191","6,415",704.5,10.98
"Summer Energy Northeast, LLC",NH,Retail Power Marketer,102,858,88,10.26
"Sunwave Gas & Power Connecticut, Inc.",NH,Retail Power Marketer,3,16,1.3,8.13
Town Square Energy,NH,Retail Power Marketer,"8,197","61,560","6,426.70",10.44
"XOOM Energy New Hampshire, LLC",NH,Retail Power Marketer,"1,419","10,027",995,9.92
AEP Energy,NJ,Retail Power Marketer,819,"9,874",936.3,9.48
AP Holdings LLC,NJ,Retail Power Marketer,743,"4,553",723,15.88
Agera Energy LLC,NJ,Retail Power Marketer,6,5,0.6,12
"All American Power and Gas, LLC",NJ,Retail Power Marketer,"1,091","9,475","1,878.00",19.82
"Alpha Gas and Electric, LLC",NJ,Retail Power Marketer,"1,875","10,849","1,717.00",15.83
"Ambit Energy Holdings, LLC",NJ,Retail Power Marketer,"11,782","123,615","15,152.00",12.26
American Power & Gas,NJ,Retail Power Marketer,"2,150","21,472","3,094.70",14.41
"Approved Energy II, LLC",NJ,Retail Power Marketer,1,"1,091",87,7.97
Astral Energy LLC,NJ,Retail Power Marketer,993,"9,908","1,570.50",15.85
"Choice Energy, LLC d/b/a 4 Choice Energy",NJ,Retail Power Marketer,"1,795","12,502","1,787.60",14.3
"CleanChoice Energy, Inc.",NJ,Retail Power Marketer,"8,779","64,991","9,708.50",14.94
Clearview Electric Inc.,NJ,Retail Power Marketer,"5,428","56,079","7,538.60",13.44
"Commerce Energy, Inc.",NJ,Retail Power Marketer,"2,415","22,346","2,930.60",13.11
"Constellation NewEnergy, Inc",NJ,Retail Power Marketer,"79,696","838,104","73,891.30",8.82
Direct Energy Services,NJ,Retail Power Marketer,"57,310","543,958","64,721.90",11.9
Discount Power Inc - (CT),NJ,Retail Power Marketer,912,"4,120",614.2,14.91
ENGIE Power & Gas LLC,NJ,Retail Power Marketer,950,"7,794","1,348.50",17.3
"ENGIE Retail, LLC",NJ,Retail Power Marketer,"1,715","15,529","1,686.40",10.86
