2021 Retail Power Marketers Sales- Residential,,,,,,
(Data from form EIA-861 schedule 4B),,,,,,
Entity,State,Ownership,Customers (Count),Sales (Megawatthours),Revenues (Thousands Dollars),Average Price (cents/kWh)
Reliant Energy Northeast LLC,DC,Retail Power Marketer,404,"3,215",422.0,13.13
"Renaissance Power & Gas, Inc.",DC,Retail Power Marketer,244,"2,124",209.5,9.86
"SmartEnergy Holdings, LLC",DC,Retail Power Marketer,"3,337","26,554","2,922.0",11.00
"Star Energy Partners, LLC",DC,Retail Power Marketer,"2,329","18,814","2,094.3",11.13
"Starion Energy PA, Inc.",DC,Retail Power Marketer,315,"2,089",341.2,16.33
"Stream Energy Columbia, LLC",DC,Retail Power Marketer,493,"4,154",456.7,10.99
"SunSea Energy, LLC",DC,Retail Power Marketer,691,"3,840",644.6,16.79
Titan Gas LLC,DC,Retail Power Marketer,274,"3,204",411.9,12.86
Viridian Energy PA LLC,DC,Retail Power Marketer,119,"1,149",148.0,12.88
"WGL Energy Services, Inc.",DC,Retail Power Marketer,"4,831","42,219","3,643.0",8.63
"XOOM Energy Washington DC, LLC",DC,Retail Power Marketer,"1,286","10,566","1,215.0",11.50
"Ambit Energy Holdings, LLC",DE,Retail Power Marketer,443,"5,278",449.0,8.51
"CleanChoice Energy, Inc.",DE,Retail Power Marketer,"3,658","35,442","4,158.6",11.73
Clearview Electric Inc.,DE,Retail Power Marketer,731,"6,647",814.9,12.26
"Commerce Energy, Inc.",DE,Retail Power Marketer,"2,358","27,335","3,088.4",11.30
"Constellation NewEnergy, Inc",DE,Retail Power Marketer,"1,236","103,554","6,180.9",5.97
Direct Energy Services,DE,Retail Power Marketer,"4,402","47,077","4,631.3",9.84
Discount Power Inc - (CT),DE,Retail Power Marketer,109,240,33.1,13.79
"ENGIE Retail, LLC",DE,Retail Power Marketer,100,"1,067",79.0,7.40
"First Point Power, LLC",DE,Retail Power Marketer,40,536,67.1,12.52
"Inspire Energy Holdings, LLC",DE,Retail Power Marketer,"1,920","16,803","1,372.4",8.17
Liberty Power Corp.,DE,Retail Power Marketer,"2,658","23,258","2,210.9",9.51
"MidAmerican Energy Services, LLC",DE,Retail Power Marketer,64,"1,092",63.2,5.79
"NextEra Energy Services, LLC",DE,Retail Power Marketer,281,"2,640",294.9,11.17
"Palmco Power DE, LLC",DE,Retail Power Marketer,450,"4,127",658.3,15.95
Park Power LLC,DE,Retail Power Marketer,871,"8,563",927.7,10.83
"RPA Energy, Inc.",DE,Retail Power Marketer,314,"2,742",349.8,12.76
Reliant Energy Northeast LLC,DE,Retail Power Marketer,"1,797","18,797","2,161.0",11.50
"ResCom Energy, LLC",DE,Retail Power Marketer,31,228,36.0,15.79
"Residents Energy, LLC",DE,Retail Power Marketer,"1,249","11,930","1,502.7",12.60
"Rushmore Energy, LLC",DE,Retail Power Marketer,"2,435","19,984","2,008.3",10.05
"SmartEnergy Holdings, LLC",DE,Retail Power Marketer,"2,304","24,187","2,731.0",11.29
"Spark Energy, LP",DE,Retail Power Marketer,127,"1,279",136.0,10.63
"Starion Energy PA, Inc.",DE,Retail Power Marketer,61,470,53.7,11.43
"Stream Energy Delaware, LLC",DE,Retail Power Marketer,500,"5,339",495.6,9.28
Viridian Energy PA LLC,DE,Retail Power Marketer,236,"2,570",349.0,13.58
"WGL Energy Services, Inc.",DE,Retail Power Marketer,"2,661","27,584","2,218.0",8.04
"XOOM Energy Delaware, LLC",DE,Retail Power Marketer,534,"6,134",690.0,11.25
AEP Energy,IL,Retail Power Marketer,"34,024","377,106","23,531.4",6.24
"Alpha Gas and Electric, LLC",IL,Retail Power Marketer,"2,311","16,416","2,100.0",12.79
"Ambit Energy Holdings, LLC",IL,Retail Power Marketer,"46,962","460,240","30,219.0",6.57
American Power & Gas,IL,Retail Power Marketer,"1,042","9,575","1,106.3",11.55
"CleanChoice Energy, Inc.",IL,Retail Power Marketer,"20,626","143,138","19,637.9",13.72
Clearview Electric Inc.,IL,Retail Power Marketer,"14,168","129,238","13,635.3",10.55
"Commerce Energy, Inc.",IL,Retail Power Marketer,"32,184","314,260","28,952.9",9.21
"Constellation NewEnergy, Inc",IL,Retail Power Marketer,"125,444","1,165,719","82,111.2",7.04
Direct Energy Services,IL,Retail Power Marketer,"37,824","314,779","37,257.3",11.84
"Dynegy Energy Services, LLC",IL,Retail Power Marketer,"94,593","837,468","55,708.9",6.65
ENGIE Power & Gas LLC,IL,Retail Power Marketer,488,"4,066",487.0,11.98
"ENGIE Retail, LLC",IL,Retail Power Marketer,"2,089","14,152","1,860.2",13.14
"Eligo Energy, LLC",IL,Retail Power Marketer,"95,287","828,047","60,173.0",7.27
Energy Harbor Corp.,IL,Retail Power Marketer,"43,349","410,739","21,455.7",5.22
Energy Plus Holdings LLC,IL,Retail Power Marketer,"10,205","77,095","10,411.7",13.51
"Energy Services Providers, Inc",IL,Retail Power Marketer,"19,322","178,083","15,641.0",8.78
Entrust Energy,IL,Retail Power Marketer,1,1,0.1,10.00
Everyday Energy LLC,IL,Retail Power Marketer,417,"3,399",354.0,10.41
"Frontier Utilities, LLC",IL,Retail Power Marketer,"1,663","11,024","1,581.5",14.35
"Great American Power, LLC",IL,Retail Power Marketer,"4,806","31,840","3,307.4",10.39
Green Mountain Energy Company,IL,Retail Power Marketer,"11,895","83,530","10,807.1",12.94
Greenlight Energy Inc.,IL,Retail Power Marketer,63,178,17.0,9.55
Homefield Energy,IL,Retail Power Marketer,"453,890","4,883,013","219,141.7",4.49
"IDT Energy, Inc.",IL,Retail Power Marketer,"5,698","33,157","4,914.1",14.82
"Inspire Energy Holdings, LLC",IL,Retail Power Marketer,"13,417","109,261","10,671.8",9.77
"Interstate Gas Supply, Inc.",IL,Retail Power Marketer,"22,147","179,716","18,416.0",10.25
Josco Energy IL LLC,IL,Retail Power Marketer,250,"1,159",126.8,10.94
Liberty Power Corp.,IL,Retail Power Marketer,"27,316","182,901","18,823.3",10.29
"MC Squared Energy Services, LLC",IL,Retail Power Marketer,"116,195","1,193,824","83,433.0",6.99
MPower Energy NJ LLC,IL,Retail Power Marketer,84,621,78.9,12.71
Major Energy Electric Services,IL,Retail Power Marketer,768,"4,621",729.0,15.78
"Mega Energy of Illinois, LLC",IL,Retail Power Marketer,"6,442","42,715","4,973.0",11.64
"MidAmerican Energy Services, LLC",IL,Retail Power Marketer,583,"5,321",302.8,5.69
"Nordic Energy Services, LLC",IL,Retail Power Marketer,"40,300","311,227","25,913.2",8.33
"North American Power and Gas, LLC",IL,Retail Power Marketer,"2,454","19,031","2,928.1",15.39
"Palmco Power IL, LLC",IL,Retail Power Marketer,"11,808","61,333","6,241.0",10.18
Park Power LLC,IL,Retail Power Marketer,"1,633","11,402","1,243.5",10.91
Public Power LLC (CT),IL,Retail Power Marketer,"2,225","19,715","1,761.0",8.93
"Pure Energy USA, LLC",IL,Retail Power Marketer,"2,968","19,877","2,456.0",12.36
"RPA Energy, Inc.",IL,Retail Power Marketer,"17,034","102,575","14,377.0",14.02
"Realgy, LLC",IL,Retail Power Marketer,"14,411","151,591","10,540.2",6.95
Reliant Energy Northeast LLC,IL,Retail Power Marketer,"119,185","1,011,171","108,655.0",10.75
"ResCom Energy, LLC",IL,Retail Power Marketer,437,"3,165",224.0,7.08
"Residents Energy, LLC",IL,Retail Power Marketer,"24,749","212,233","23,003.9",10.84
"Rushmore Energy, LLC",IL,Retail Power Marketer,"3,449","29,624","2,427.2",8.19
"SFE Energy Illinois, Inc.",IL,Retail Power Marketer,736,"5,967",441.0,7.39
Santanna Energy Services,IL,Retail Power Marketer,"10,487","92,624","7,890.3",8.52
"SmartEnergy Holdings, LLC",IL,Retail Power Marketer,"19,029","146,264","12,500.0",8.55
South Bay Energy Corp.,IL,Retail Power Marketer,210,"1,423",159.0,11.17
"Spark Energy, LP",IL,Retail Power Marketer,"32,380","210,078","30,826.0",14.67
"Star Energy Partners, LLC",IL,Retail Power Marketer,"14,008","126,177","13,391.1",10.61
"Starion Energy PA, Inc.",IL,Retail Power Marketer,"1,005","5,594",583.4,10.43
"Stream Energy Illinois, LLC",IL,Retail Power Marketer,"6,373","48,035","4,118.8",8.57
Switch Energy,IL,Retail Power Marketer,"6,737","55,429","4,215.0",7.60
Titan Gas LLC,IL,Retail Power Marketer,136,"1,565",130.6,8.35
Tomorow Energy Corp.,IL,Retail Power Marketer,"3,019","21,469","3,754.0",17.49
Viridian Energy PA LLC,IL,Retail Power Marketer,"4,540","39,368","4,507.0",11.45
"Vista Energy Marketing, L.P.",IL,Retail Power Marketer,"10,686","78,292","8,971.0",11.46
"XOOM Energy Illinois, LLC",IL,Retail Power Marketer,"14,939","118,190","12,630.0",10.69
"Ambit Energy Holdings, LLC",MA,Retail Power Marketer,"14,448","110,501","15,500.0",14.03
American Power & Gas,MA,Retail Power Marketer,2,27,3.2,11.85
Astral Energy LLC,MA,Retail Power Marketer,13,66,6.9,10.45
"CleanChoice Energy, Inc.",MA,Retail Power Marketer,"31,796","180,558","32,880.5",18.21
Clearview Electric Inc.,MA,Retail Power Marketer,"12,043","102,219","12,253.5",11.99
"Constellation NewEnergy, Inc",MA,Retail Power Marketer,"446,127","3,075,433","330,066.4",10.73
Direct Energy Services,MA,Retail Power Marketer,"255,492","2,028,309","237,347.7",11.70
Discount Power Inc - (CT),MA,Retail Power Marketer,"5,769","36,361","5,883.4",16.18
"Dynegy Energy Services, LLC",MA,Retail Power Marketer,"164,075","1,324,401","136,565.8",10.31
"ENGIE Retail, LLC",MA,Retail Power Marketer,"5,303","47,832","6,792.7",14.20
"Eligo Energy, LLC",MA,Retail Power Marketer,"12,024","80,747","12,558.0",15.55
Energy Plus Holdings LLC,MA,Retail Power Marketer,"2,071","12,121","2,078.0",17.14
"Energy Services Providers, Inc",MA,Retail Power Marketer,"6,271","42,592","6,988.0",16.41
Everyday Energy LLC,MA,Retail Power Marketer,171,966,128.0,13.25
"First Point Power, LLC",MA,Retail Power Marketer,"26,211","219,457","24,111.6",10.99
Green Mountain Energy Company,MA,Retail Power Marketer,"2,113","12,891","2,174.8",16.87
"Inspire Energy Holdings, LLC",MA,Retail Power Marketer,"49,029","344,496","43,957.3",12.76
Just Energy,MA,Retail Power Marketer,"10,089","58,828","9,536.0",16.21
Liberty Power Corp.,MA,Retail Power Marketer,"15,757","81,207","13,346.7",16.44
Major Energy Electric Services,MA,Retail Power Marketer,"3,814","23,087","3,409.0",14.77
"Mega Energy of New England, LLC",MA,Retail Power Marketer,"1,864","15,808","2,241.0",14.18
"National Gas & Electric, LLC",MA,Retail Power Marketer,"5,807","35,513","5,554.1",15.64
"NextEra Energy Services, LLC",MA,Retail Power Marketer,"69,066","680,798","67,891.9",9.97
"Nordic Energy Services, LLC",MA,Retail Power Marketer,"3,337","16,771","2,549.9",15.20
"Palmco Power MA, LLC",MA,Retail Power Marketer,"6,550","36,978","6,910.0",18.69
"Provider Power MASS, LLC",MA,Retail Power Marketer,"10,882","70,576","9,900.0",14.03
Public Power LLC (CT),MA,Retail Power Marketer,"13,787","109,010","11,640.0",10.68
Reliant Energy Northeast LLC,MA,Retail Power Marketer,"39,634","278,202","43,725.0",15.72
"Renaissance Power & Gas, Inc.",MA,Retail Power Marketer,"1,440","8,393","1,095.3",13.05
"Residents Energy, LLC",MA,Retail Power Marketer,"36,915","244,413","31,688.9",12.97
"SFE Energy Massachusetts, Inc.",MA,Retail Power Marketer,"12,858","80,536","11,179.0",13.88
"SmartEnergy Holdings, LLC",MA,Retail Power Marketer,"13,526","76,076","12,372.0",16.26
"Starion Energy, Inc.",MA,Retail Power Marketer,"14,255","98,041","12,248.5",12.49
"Summer Energy Northeast, LLC",MA,Retail Power Marketer,747,"5,957",892.0,14.97
"Sunwave Gas & Power Connecticut, Inc.",MA,Retail Power Marketer,535,"5,607",656.0,11.70
Titan Gas LLC,MA,Retail Power Marketer,"5,345","65,152","8,107.9",12.44
Town Square Energy,MA,Retail Power Marketer,"10,704","97,697","13,076.6",13.38
Verde Energy USA,MA,Retail Power Marketer,"9,223","60,010","9,206.0",15.34
Viridian Energy LLC,MA,Retail Power Marketer,"13,702","101,455","14,727.0",14.52
"XOOM Energy Massachusetts, LLC",MA,Retail Power Marketer,"4,389","31,332","3,877.0",12.37
AEP Energy,MD,Retail Power Marketer,"2,841","42,393","2,979.4",7.03
AP Holdings LLC,MD,Retail Power Marketer,228,"2,425",304.9,12.57
"Agway Energy Services, LLC",MD,Retail Power Marketer,10,119,14.3,12.02
"Alpha Gas and Electric, LLC",MD,Retail Power Marketer,"1,919","16,500","1,824.0",11.05
"Ambit Energy Holdings, LLC",MD,Retail Power Marketer,"9,136","114,797","10,388.0",9.05
American Power & Gas,MD,Retail Power Marketer,737,"10,645","1,357.1",12.75
Astral Energy LLC,MD,Retail Power Marketer,9,77,7.3,9.48
"CleanChoice Energy, Inc.",MD,Retail Power Marketer,"23,734","234,258","30,544.2",13.04
Clearview Electric Inc.,MD,Retail Power Marketer,"5,564","65,113","6,147.8",9.44
"Commerce Energy, Inc.",MD,Retail Power Marketer,"14,877","154,925","16,246.0",10.49
"Constellation NewEnergy, Inc",MD,Retail Power Marketer,"94,179","1,645,258","122,613.2",7.45
Direct Energy Services,MD,Retail Power Marketer,"26,138","280,644","28,418.1",10.13
Discount Power Inc - (CT),MD,Retail Power Marketer,"1,007","11,404","1,565.5",13.73
ENGIE Power & Gas LLC,MD,Retail Power Marketer,191,"3,092",385.0,12.45
"ENGIE Retail, LLC",MD,Retail Power Marketer,"1,968","26,481","2,225.8",8.41
"Eligo Energy, LLC",MD,Retail Power Marketer,"3,257","37,915","4,626.0",12.20
Energy Harbor Corp.,MD,Retail Power Marketer,"1,490","16,876","1,302.6",7.72
Energy Plus Holdings LLC,MD,Retail Power Marketer,"2,578","25,660","3,057.0",11.91
"Energy Services Providers, Inc",MD,Retail Power Marketer,"10,422","100,543","13,604.0",13.53
Entrust Energy,MD,Retail Power Marketer,9,0,0.0,0.00
"First Point Power, LLC",MD,Retail Power Marketer,2,80,10.0,12.50
"Great American Power, LLC",MD,Retail Power Marketer,"2,146","19,957","1,867.9",9.36
Green Mountain Energy Company,MD,Retail Power Marketer,"3,378","35,275","4,918.3",13.94
Greenlight Energy Inc.,MD,Retail Power Marketer,"3,371","33,877","3,744.0",11.05
"Horizon Power and Light, LLC",MD,Retail Power Marketer,"1,108","13,235","1,529.1",11.55
"IDT Energy, Inc.",MD,Retail Power Marketer,"7,361","62,748","8,322.0",13.26
"Inspire Energy Holdings, LLC",MD,Retail Power Marketer,"27,072","286,268","29,128.5",10.18
"Interstate Gas Supply, Inc.",MD,Retail Power Marketer,"1,871","16,777","1,693.0",10.09
Josco Energy USA LLC,MD,Retail Power Marketer,"1,716","12,280","1,612.2",13.13
Liberty Power Corp.,MD,Retail Power Marketer,"4,470","36,000","3,697.3",10.27
MPower Energy NJ LLC,MD,Retail Power Marketer,"5,469","35,364","3,949.6",11.17
Major Energy Electric Services,MD,Retail Power Marketer,"2,220","21,798","2,791.0",12.80
"MidAmerican Energy Services, LLC",MD,Retail Power Marketer,545,"8,789",584.9,6.65
"National Gas & Electric, LLC",MD,Retail Power Marketer,"1,807","16,691","1,915.6",11.48
"NextEra Energy Services, LLC",MD,Retail Power Marketer,206,"2,897",213.5,7.37
"Nordic Energy Services, LLC",MD,Retail Power Marketer,351,"1,215",110.5,9.09
"North American Power and Gas, LLC",MD,Retail Power Marketer,"2,346","30,957","4,387.7",14.17
"Palmco Power MD, LLC",MD,Retail Power Marketer,"4,556","32,435","4,879.0",15.04
Park Power LLC,MD,Retail Power Marketer,"3,108","21,825","2,391.7",10.96
Planet Energy,MD,Retail Power Marketer,202,"2,382",157.3,6.60
"Public Power & Utility of Maryland, LLC",MD,Retail Power Marketer,"2,571","28,013","3,950.0",14.10
"RPA Energy, Inc.",MD,Retail Power Marketer,"1,359","8,926","1,324.9",14.84
Reliant Energy Northeast LLC,MD,Retail Power Marketer,"21,858","262,026","27,305.0",10.42
"Rushmore Energy, LLC",MD,Retail Power Marketer,"1,437","11,820","1,284.8",10.87
"SFE Energy Maryland, Inc.",MD,Retail Power Marketer,"9,792","88,710","8,727.0",9.84
"Shipley Choice, LLC",MD,Retail Power Marketer,438,"5,977",560.1,9.37
"SmartEnergy Holdings, LLC",MD,Retail Power Marketer,"8,500","87,082","7,254.0",8.33
"Spark Energy, LP",MD,Retail Power Marketer,"2,854","26,236","3,992.0",15.22
Spring Energy RRH LLC,MD,Retail Power Marketer,"2,151","17,204","2,200.0",12.79
"Star Energy Partners, LLC",MD,Retail Power Marketer,"5,410","53,282","5,553.6",10.42
"Starion Energy PA, Inc.",MD,Retail Power Marketer,"1,455","15,275","1,880.8",12.31
StateWise Energy Maryland LLC,MD,Retail Power Marketer,"5,524","53,392","5,933.0",11.11
"Stream Energy Maryland, LLC",MD,Retail Power Marketer,"5,218","62,686","7,219.2",11.52
"SunSea Energy, LLC",MD,Retail Power Marketer,2,1,0.1,10.00
Titan Gas LLC,MD,Retail Power Marketer,"7,317","94,388","10,183.9",10.79
Tomorow Energy Corp.,MD,Retail Power Marketer,"4,486","52,723","5,604.0",10.63
"Town Square Energy East, LLC",MD,Retail Power Marketer,109,"1,364",163.1,11.96
Viridian Energy PA LLC,MD,Retail Power Marketer,"2,273","25,976","3,703.0",14.26
"WGL Energy Services, Inc.",MD,Retail Power Marketer,"35,963","388,917","31,979.8",8.22
"XOOM Energy Maryland, LLC",MD,Retail Power Marketer,"11,682","131,302","15,367.0",11.70
"Ambit Energy Holdings, LLC",ME,Retail Power Marketer,"5,906","46,772","3,331.0",7.12
"C. N. Brown Electricity, LLC",ME,Retail Power Marketer,"3,652","30,057","2,219.0",7.38
Clearview Electric Inc.,ME,Retail Power Marketer,"1,498","6,928","1,183.1",17.08
"Constellation NewEnergy, Inc",ME,Retail Power Marketer,862,"8,130",544.7,6.70
"ENGIE Retail, LLC",ME,Retail Power Marketer,"2,612","23,925","2,204.4",9.21
"Electricity Maine, LLC",ME,Retail Power Marketer,"29,836","201,496","24,405.0",12.11
FairPoint Energy LLC,ME,Retail Power Marketer,"5,119","28,413","3,939.0",13.86
"First Point Power, LLC",ME,Retail Power Marketer,245,"1,939",145.5,7.50
"Mega Energy of Maine, LLC",ME,Retail Power Marketer,43,253,34.0,13.44
"North American Power and Gas, LLC",ME,Retail Power Marketer,"3,433","25,654","3,163.0",12.33
"SmartEnergy Holdings, LLC",ME,Retail Power Marketer,"8,431","60,289","5,756.0",9.55
Town Square Energy,ME,Retail Power Marketer,"1,773","11,050","1,440.5",13.04
"XOOM Energy Maine, LLC",ME,Retail Power Marketer,869,"5,964",631.0,10.58
"Ambit Energy Holdings, LLC",NH,Retail Power Marketer,"2,879","22,655","1,896.0",8.37
Clearview Electric Inc.,NH,Retail Power Marketer,"1,574","8,160","1,502.2",18.41
"Constellation NewEnergy, Inc",NH,Retail Power Marketer,995,"24,232","1,736.5",7.17
Direct Energy Services,NH,Retail Power Marketer,"19,724","165,541","15,690.6",9.48
"ENGIE Retail, LLC",NH,Retail Power Marketer,"1,113","9,965",818.9,8.22
"Electricity NH, LLC",NH,Retail Power Marketer,"20,618","142,671","17,227.0",12.07
FairPoint Energy LLC,NH,Retail Power Marketer,"3,997","25,761","3,569.0",13.85
"First Point Power, LLC",NH,Retail Power Marketer,"1,807","18,391","1,702.0",9.25
"Mega Energy of New Hampshire, LLC",NH,Retail Power Marketer,417,"2,748",408.0,14.85
"North American Power and Gas, LLC",NH,Retail Power Marketer,"22,262","163,251","21,506.8",13.17
"SmartEnergy Holdings, LLC",NH,Retail Power Marketer,"3,802","23,090","2,477.0",10.73
"Summer Energy Northeast, LLC",NH,Retail Power Marketer,73,651,77.0,11.83
"Sunwave Gas & Power Connecticut, Inc.",NH,Retail Power Marketer,68,608,50.3,8.27
Town Square Energy,NH,Retail Power Marketer,"6,645","47,489","5,778.8",12.17
"XOOM Energy New Hampshire, LLC",NH,Retail Power Marketer,"1,804","14,935","1,159.0",7.76
AEP Energy,NJ,Retail Power Marketer,711,"8,804",846.2,9.61
AP Holdings LLC,NJ,Retail Power Marketer,466,"2,865",493.8,17.24
"All American Power and Gas, LLC",NJ,Retail Power Marketer,634,"5,811","1,250.0",21.51
"Alpha Gas and Electric, LLC",NJ,Retail Power Marketer,"2,226","17,076","2,388.0",13.98
"Ambit Energy Holdings, LLC",NJ,Retail Power Marketer,"10,274","108,361","13,621.0",12.57
American Power & Gas,NJ,Retail Power Marketer,"2,072","21,459","3,359.0",15.65
"Approved Energy II, LLC",NJ,Retail Power Marketer,1,10,1.2,12.00
Astral Energy LLC,NJ,Retail Power Marketer,755,"5,734","1,050.9",18.33
"Choice Energy, LLC",NJ,Retail Power Marketer,"1,422","9,902","1,424.2",14.38
"CleanChoice Energy, Inc.",NJ,Retail Power Marketer,"9,667","72,068","12,303.5",17.07
Clearview Electric Inc.,NJ,Retail Power Marketer,"4,527","49,288","6,557.4",13.30
"Commerce Energy, Inc.",NJ,Retail Power Marketer,"1,779","16,732","2,338.9",13.98
